StepN	DirN	GainBefore	GainNow
0	0	0.	0.551700
1	1	0.551700	1.325924
2	1	1.325924	1.858427
3	1	1.858427	1.968801
0	0	0.	1.325924
1	1	1.325924	1.436298
2	1	1.436298	1.500847
3	1	1.500847	1.018600
4	1	1.018600	0.415591
0	0	0.	1.858427
1	1	1.858427	1.364259
2	1	1.364259	1.373273
3	1	1.373273	1.278035
4	1	1.278035	0.910184
