StepN	DirN	GainBefore	GainNow
0	0	0.	0.619867
1	1	0.619867	0.708200
2	1	0.708200	0.765803
3	1	0.765803	0.749992
0	0	0.	0.708200
1	1	0.708200	0.692388
2	1	0.692388	0.604627
3	1	0.604627	0.641895
4	1	0.641895	0.584291
0	0	0.	0.765803
1	1	0.765803	0.677470
2	1	0.677470	0.625860
3	1	0.625860	0.568257
4	1	0.568257	0.251882
