Timepoint	0m	15m	180m	2880m	5760m	15m	180m	2880m	5760m
"AT3G09200.1;AT3G09200.2"	0.535925801	0.72938745	0.780987249	0.748171446	0.523791297	0.357167906	0.460974299	0.41915499	0.532815231
AT4G21280.1	0.834676769	0.901165117	0.796257279	0.930668999	0.923208042	0.829738183	0.874515965	0.912691113	0.845306934
AT3G05970.1	0.983780117	0.197368684	1.199184304	0.547145152	1.305768253	0.659917779	0.414420238	0.683771016	1.44252837
"AT5G43640.1;AT1G04270.2;AT1G04270.1;AT5G09510.2;AT5G09510.1"	0.727275597	1.48862259	0.611717084	1.092524772	0.466893832	0.929279947	1.234272059	0.484448008	1.084549242
AT2G22320.1	0.758299935	0.810580792	0.773434348	0.695893366	0.579308685	0.606961473	0.534825259	0.733686779	0.602460278
"AT1G03860.2;AT1G03860.3;AT1G03860.1;AT4G28510.1"	0.308673207	0.519549245	1.146403794	2.25716797	0.791745837	1.071638935	0.61973822	1.03682306	0.718709211
"AT2G43910.1;AT2G43910.3;AT2G43910.2;AT2G43920.4;AT2G43920.1;AT2G43920.2;AT2G43920.6;AT2G43920.5;AT2G43920.3"	1.040244336	1.094935328	1.028810624	0.978753393	1.01025741	0.928462826	1.155513858	0.985333322	1.161975108
"AT3G49010.7;AT3G49010.5;AT3G49010.2;AT3G49010.1;AT3G49010.6;AT3G49010.4;AT3G49010.3;AT5G23900.1"	0.591237277	0.666971895	0.672646589	0.466598307	0.424499151	0.46833116	0.481782105	0.517469385	0.435436534
"AT5G06460.1;AT2G30110.1"	0.695249957	0.991151132	0.725701012	0.92190174	0.772430827	0.570212016	0.846064825	0.846948229	0.748264376
"AT1G26910.2;AT1G26910.1;AT1G14320.1;AT1G66580.1"	0.751063304	0.788105877	0.712500122	0.583820834	0.424461544	0.487068237	0.430221585	0.538041362	0.412863794
"AT4G27680.1;AT1G09100.1;AT5G19990.2;AT5G19990.3;AT5G19990.1;AT5G20000.1;AT5G58290.1;AT1G45000.2;AT1G45000.1;AT3G05530.1;AT5G43010.1;AT5G53540.1"	0.529133011	0.830065668	0.567896041	0.743046175	0.530550121	0.580926696	0.535629163	0.509586017	0.505294287
AT3G26420.1	1.145342667	0.963439923	1.100768199	0.792222581	0.729310679	1.113419879	0.815374803	0.848684905	0.898453369
"AT2G29440.1;AT2G29450.1"	1.022113433	0.789334831	0.791206817	1.040377529	1.258042779	1.177471512	1.095404851	1.119476248	0.891877259
"AT1G31180.2;AT1G31180.1;AT5G14200.2;AT5G14200.3;AT5G14200.1"	0.524905348	0.569537994	0.515576589	0.669832099	0.649963913	0.595575938	0.63096759	0.551181935	0.597412929
"AT4G35970.1;AT4G35970.2;AT4G35000.1"	0.525772959	0.817135976	0.616925919	0.627070483	0.705711813	0.576959904	0.580326968	0.649385832	3.217189667
"AT4G13170.1;AT3G07110.2;AT3G07110.1"	0.182629648	0.724242286	0.791793145	0.539620354	0.486128851	0.389387678	0.308510633	0.488753641	0.45924509
AT4G22310.1	0.498590414	0.619050072	0.737067971	1.80046979	0.735515972	0.544509804	0.89660686	0.73208486	0.733730974
"AT1G13440.1;AT1G13440.2"	0.601335638	0.701565713	0.586417511	0.649492392	0.597774537	2.990751016	1.688309483	0.602314889	2.436102645
"AT4G32208.1;AT5G09590.1"	0.387700398	0.581164519	0.67442252	0.729126625	0.727615493	0.667820343	1.213446692	0.898393165	0.884219231
"AT5G14300.1;AT3G27280.1;AT3G27280.2;AT5G40770.1"	0.7617183	0.662027486	0.659193772	0.585991849	0.856845079	0.620959787	0.61616299	0.689027762	0.580874496
"AT5G08380.2;AT5G08380.1"	0.414893102	0.402427257	0.627918892	0.465485516	0.636548306	0.90435178	0.964430928	0.862729955	1.024464209
"AT1G78830.1;AT1G78820.1"	2.880138436	0.594295554	0.619070064	3.872666158	0.584706046	0.48120637	0.646611714	0.624684802	0.681033525
AT5G06320.1	0.816019956	8.517483399	1.071391093	5.089322671	1.175012529	2.748676957	3.144830536	2.160344731	1.472415424
"AT4G14300.1;AT4G14300.2"	0.921857662	0.802790269	0.594512876	0.728899987	0.633116278	0.412343983	0.482480642	0.375523688	0.630465734
"AT2G25850.1;AT2G25850.5;AT2G25850.3;AT2G25850.9;AT2G25850.2;AT2G25850.8;AT2G25850.4;AT2G25850.7;AT2G25850.6"	0.298971018	0.318259728	0.257050378	0.279843454	0.26615173	0.238151812	0.240792907	0.259900891	0.224413744
"AT1G58250.2;AT1G58250.1"	1.621344583	0.575585594	1.172662973	3.611512422	1.89183392	0.985667103	1.139856388	1.118767619	2.759062059
"AT1G15520.1;AT1G15520.2;AT3G16340.1;AT3G16340.2;AT1G59870.1;AT1G15210.1"	0.516599225	0.568554858	0.410051441	0.514586415	0.51004269	0.421484608	0.590983622	0.639513571	0.667914401
"AT2G26910.1;AT1G15520.1;AT1G15520.2;AT2G36380.1;AT2G29940.1;AT3G16340.1;AT3G16340.2;AT1G59870.1;AT3G30842.1;AT1G66950.1;AT1G15210.1"	0.643641099	0.537204489	0.752691809	0.553109996	0.708657154	0.72350092	0.566056986	1.057730651	1.250921894
"AT2G44920.2;AT2G44920.1"	0.374029975	0.903645614	0.924849378	0.79654984	1.045457291	0.936478662	1.053132135	1.041913729	1.047823377
"AT4G30190.2;AT4G30190.1;AT2G18960.1;AT5G57350.4;AT5G57350.2;AT5G57350.1"	0.843390376	1.453027446	1.054871174	1.376617291	0.944584069	0.915650436	0.949357991	0.713049848	1.094915241
"AT1G09270.3;AT1G09270.1;AT1G09270.2;AT4G02150.1;AT4G02150.2;AT1G02690.1;AT1G02690.2;AT3G06720.2;AT3G06720.1;AT4G16143.2;AT4G16143.1"	0.501119224	1.35644295	0.701003067	0.908250184	0.840298264	0.797025874	0.915889967	0.740018006	0.748457536
"AT5G36790.3;AT5G36790.2;AT5G36790.1;AT5G36700.2;AT5G36700.4;AT5G36700.3;AT5G36700.1;AT5G47760.1;AT5G47760.2"	0.720796957	0.831955396	0.792904428	0.840169821	0.910097035	0.768084349	0.890056663	0.940552052	0.858443824
AT1G77090.1	1.279642424	0.552957385	0.484228944	0.544989925	0.856587444	0.584101076	0.695979878	1.001022612	0.657091793
"AT3G44310.1;AT3G44310.4;AT3G44310.3;AT3G44310.2;AT3G44300.1"	0.497280144	0.908013448	0.833356049	0.759543522	0.987755193	1.050430527	1.065362498	1.0971806	0.951605668
"AT5G11670.1;AT2G19900.1;AT2G19900.2;AT5G25880.2;AT5G25880.3;AT5G25880.1;AT1G79750.1"	0.307266027	0.379781376	0.371989909	0.399107812	0.460120531	0.35152034	0.491610544	0.548846416	0.581527376
"AT1G31180.2;AT1G31180.1;AT1G80560.1;AT5G14200.2;AT5G14200.3;AT5G14200.1"	0.607435554	0.574611999	0.562935386	0.625858103	0.606758878	0.61820455	0.569887756	0.63846277	0.601258341
"AT1G66530.1;AT4G26300.5;AT4G26300.2;AT4G26300.1;AT4G26300.4;AT4G26300.3"	0.764660463	0.621216028	0.979862092	0.605576983	0.910196065	1.224742507	0.811722602	1.025034496	0.801572007
AT5G22580.1	0.211347154	0.327787945	0.167648438	0.545830821	0.696850723	0.828826496	0.837347702	0.748085398	0.572985344
AT3G23400.1	0.58885554	0.564803572	0.841467289	0.757853316	1.059039921	1.832920511	0.513941122	1.045794945	0.966225813
AT3G15000.1	0.634793189	0.664527795	0.516681326	0.556116033	0.547351988	0.427694649	0.456599157	0.491881274	0.4537572
"AT5G09660.1;AT5G09660.5;AT5G09660.2"	0.48840735	0.617766896	0.781339824	0.733445191	0.814928745	0.677359556	0.54966206	0.603636354	0.609584378
"AT5G56720.1;AT5G43330.1;AT1G04410.1"	0.407693686	0.57551727	0.49680721	0.526991514	0.494469038	0.514963073	0.501459417	0.520491604	0.503275037
AT5G52640.1	0.366649494	0.637023479	1.820533561	3.3951415	5.49471156	2.965595387	6.282432144	3.551008388	2.931021721
AT4G31840.1	4.701594348	1.113020798	0.982557042	0.880961198	0.728024684	0.281379415	0.85289946	0.254310354	0.586901496
"AT1G23410.1;AT3G62250.1;AT2G47110.2;AT2G47110.1"	0.609223059	0.699064181	0.68537016	0.527915082	0.47907874	0.467393437	0.458051552	0.505041457	0.501952744
AT2G36145.1	0.589727032	0.793433872	0.503082736	0.717447622	0.685686546	0.528224987	0.661532061	0.586253053	0.945203895
"AT2G21130.1;AT4G38740.1"	0.522202806	0.702230653	0.711411086	0.706666237	0.868226187	0.86289397	0.781721475	0.821775555	0.799291393
"AT3G62250.1;AT2G47110.2;AT2G47110.1"	0.560341576	0.608312733	0.780622511	0.429794775	0.465107321	0.59571115	0.48276235	0.628588505	0.396319494
AT2G09990.1	0.694198767	0.771020366	0.720445358	0.62611032	0.527104008	0.499777071	0.520766222	0.55118076	0.500793623
"AT2G30695.2;AT2G30695.3;AT2G30695.1"	0.812279007	0.67324214	0.671297066	0.582685516	0.621535435	0.817211296	0.663823619	0.542804786	0.605119317
"AT5G53300.3;AT5G53300.2;AT5G53300.4;AT5G53300.1;AT5G41700.3;AT5G41700.5;AT5G41700.2;AT5G41700.4;AT5G41700.1;AT1G64230.5;AT1G64230.2;AT1G64230.4;AT1G64230.3;AT1G64230.1;AT4G27960.1;AT4G27960.2;AT3G08690.2;AT3G08690.1"	0.61560747	0.784168874	0.691997178	0.693120062	0.683249373	0.698852894	0.703331424	0.768748431	0.632070154
"AT5G49650.2;AT5G49650.1"	0.320779519	0.722609122	1.487706992	0.509823436	0.469160455	0.593576547	0.692232905	0.674739055	0.55854647
AT5G57040.1	0.534677935	1.430283185	1.233408787	1.092164467	0.79557802	0.675323141	1.908254421	0.658369156	0.671279705
"AT5G16150.2;AT5G16150.1;AT5G16150.3"	0.531582643	0.773775287	0.801355329	0.908476506	0.854152514	0.911946505	0.892515382	0.966805116	0.93010706
"AT3G16950.2;AT3G16950.1"	1.447648409	2.311206956	2.445791414	1.609375005	1.74220965	1.782440332	1.526031221	1.07490457	1.954641859
"AT1G20200.1;AT1G75990.1"	0.796198859	0.775170735	0.747809594	0.671415035	0.74017813	0.668029243	0.665512506	0.674563182	0.734112811
"AT4G01480.2;AT4G01480.1;AT1G01050.1;AT1G01050.2"	0.244798521	0.319749992	0.302741939	0.370007049	0.297470289	0.281237068	0.422735832	0.312434043	0.280354111
"AT5G48580.1;AT3G25220.1"	0.539992438	0.685506374	0.680834258	0.594024667	0.60444472	0.572931237	0.599850043	0.610015793	0.638275362
AT2G25830.1	0.567782183	0.624958194	0.757382157	0.872006135	0.562655331	0.449929138	0.502924089	0.569360011	0.630979673
AT1G79340.1	0.957914601	1.136987019	1.067703346	0.836807209	0.581863109	0.631251649	1.133042523	0.652723317	0.693288258
"AT1G12250.1;AT1G12250.2"	0.823956618	0.896082209	0.81500996	0.897576564	0.860186215	2.295846459	0.801594078	0.948320727	1.609583685
AT4G30810.1	0.629681277	0.609285261	0.636463532	0.684899811	0.700196316	0.633528945	0.75488121	0.699407586	0.806048476
AT1G17880.1	0.528542405	0.540050298	0.538645159	0.428080395	0.434245261	0.36763801	0.528499499	0.453005483	0.407180096
"AT3G15980.7;AT3G15980.4;AT3G15980.2;AT3G15980.6;AT3G15980.1;AT3G15980.3"	0.375361576	0.615174803	0.435558905	0.538854592	0.593930534	0.308504819	0.563006479	0.358566598	0.554738272
"AT5G10170.1;AT4G39800.1"	0.663422382	0.883761408	0.385986093	0.768968421	0.303148631	0.643072886	1.334421444	0.54625326	0.499013923
"AT3G20000.2;AT3G20000.1"	0.631022515	1.151670378	0.747945801	0.583430319	1.122381988	1.08296484	0.742112812	1.094681468	0.825519093
AT4G13200.1	0.672274789	0.827857714	0.698880338	0.83744481	0.953186464	0.674440952	0.747942859	0.709196338	0.825848075
"AT2G24270.2;AT2G24270.3;AT2G24270.1"	0.671512968	0.875547055	0.638730309	0.839271031	0.722659337	0.669272137	0.772541177	0.728728074	0.66737954
AT2G45180.1	1.14611726	1.105298176	1.392598194	1.492242906	1.438428199	1.589529018	1.795677591	1.467993727	3.391621123
AT5G58710.1	1.763769058	1.547325105	3.798051917	1.497295869	3.015903886	2.588667968	3.312798729	2.576966549	0.745586354
AT3G44320.1	0.413059439	0.404002218	0.358399741	0.47946669	0.543646726	0.442350126	0.43825613	0.527689772	0.505233919
"AT1G08840.2;AT1G08840.4;AT1G08840.5;AT1G08840.3;AT1G08840.1"	0.486367021	3.060363213	1.209134962	4.945928565	2.976970916	20.06593902	1.31212938	8.700021628	2.461324111
"AT3G25530.1;AT3G25530.3"	0.641977899	0.75004676	0.618057741	1.166787272	0.522592834	0.421007715	0.523549244	0.495899996	0.480411085
AT4G03298.1	3.746561566	5.163057772	4.745012504	4.725325307	4.418609068	3.956150281	4.095625449	4.811698351	4.128718045
"AT1G09200.1;AT5G65350.1;AT1G19890.1;AT5G65360.1;AT5G10390.1;AT5G10400.1;AT1G13370.1;AT3G27360.1"	0.699055902	0.859186645	0.927453617	0.623079251	0.679961152	0.781333853	0.809802118	0.710907179	0.528221729
"AT4G35830.1;AT2G05710.1"	0.54220585	0.672413119	0.542356203	0.757698637	0.565165067	0.569478709	0.663199256	0.700049852	0.693280267
"AT3G16390.1;AT3G16390.2;AT3G16400.1;AT3G16400.2;AT2G33070.1;AT2G33070.2;AT2G33070.3"	3.914751399	5.02411884	4.261865818	5.857170781	7.613362181	8.874588356	9.29484803	6.274093051	7.398548381
"AT3G12490.1;AT3G12490.2"	0.37652535	0.419829401	0.480112208	0.347853963	0.429711448	0.331771762	0.437028345	0.41963495	0.436802776
"AT5G45620.1;AT5G45620.2;AT4G19006.1;AT4G19006.2"	0.610205387	0.781631049	0.767057378	0.636425206	0.911712669	0.66680014	0.629253303	1.042510323	0.800294591
AT1G54500.1	1.073401002	0.788893766	0.951917596	0.988619106	2.435567427	6.834999032	0.838567549	2.006763931	0.834307777
"AT5G65720.2;AT5G65720.3;AT5G65720.1"	0.422116293	0.794912476	0.553458137	0.659471015	0.686853902	0.929193682	0.958187684	1.461059852	1.187632338
"AT4G17520.1;AT5G47210.1"	0.939593956	0.797095674	0.682596969	0.590458047	0.42955634	0.422979225	0.309929603	0.45379074	0.401722671
AT4G09670.1	1.070742423	0.665388416	0.89200042	0.780039445	1.118346694	1.056039269	1.145425626	1.101774683	1.051439906
"AT2G05620.1;AT2G05620.2"	14.00806436	2.542156432	0.609556499	6.441589469	0.921607084	11.78844575	3.337978456	8.127443252	0.667020818
"AT5G65430.1;AT5G65430.3;AT5G65430.2"	0.824587473	0.992597399	1.273201115	1.19306028	1.544055969	2.258533463	4.235082773	3.800323185	1.864668194
"AT2G31610.1;AT3G53870.1"	0.553352872	0.95532378	1.197897433	1.590699556	0.438832631	0.437505345	1.373003403	0.480480992	3.175934552
AT2G43945.1	0.772405266	0.743006869	0.451145269	0.63038559	0.796095485	0.711109339	0.781967256	0.997285626	1.165256943
"AT4G25500.1;AT4G25500.4;AT5G52040.2;AT5G52040.1"	0.763302149	0.730685847	0.699582385	1.218088179	0.426479033	0.529918249	1.065638687	1.210506339	0.592582349
"AT5G23860.1;AT5G23860.2;AT5G62690.1;AT5G44340.1;AT4G20890.1;AT5G62700.1"	1.050125259	1.211817229	1.161952428	1.23372189	1.086186488	1.110387773	1.060849153	0.939188206	0.895058751
"AT2G29550.1;AT5G12250.1;AT1G20010.1"	1.145463942	1.675711732	1.317711085	1.451171472	1.389022716	1.434586393	1.85847085	1.130367002	1.284628825
"AT1G19910.1;AT1G19910.2;AT1G75630.2;AT1G75630.1;AT4G34720.2;AT4G34720.1;AT4G38920.2;AT4G38920.1;AT2G16510.1"	0.041118401	2.561215027	0.475654631	0.92468947	5.268774096	0.795274891	0.605584185	2.258140479	0.581752309
"AT2G43910.1;AT2G43910.2"	1.016778759	1.141980953	1.158643622	0.983691746	1.068193898	0.968277227	1.024965552	1.101612348	1.199110951
AT1G21720.1	0.569882913	0.368751987	0.433965555	0.392540392	0.967223834	0.470672212	0.443902152	0.409944573	0.560547526
"AT1G21440.1;AT1G21440.2;AT1G77060.1"	0.403519899	0.570976152	0.503795731	0.580123761	0.576273604	0.590926792	0.535530175	0.496503491	0.534611244
AT5G20630.1	0.626259129	0.833982723	0.728614862	4.136906693	0.725585686	0.593338533	0.67314271	0.706918665	1.980646926
AT3G19420.1	0.625841662	0.617791574	1.29486144	0.74004787	0.650294811	0.532975126	0.554498117	0.690687018	0.85322008
"AT2G22990.3;AT2G22990.2;AT2G22990.1;AT2G22990.6;AT2G22990.5;AT2G22990.4"	1.643109214	1.004164522	1.272840898	0.983572354	1.252143355	0.996794089	1.071690112	0.997957382	0.994153533
"AT1G07920.1;AT1G07940.4;AT1G07940.1;AT1G07940.2;AT1G07940.3;AT5G60390.3;AT5G60390.1;AT5G60390.2;AT1G07930.1"	2.11580661	0.733085817	0.757700555	0.559981168	0.598103042	0.565794127	0.610593489	0.985283386	0.793665746
AT2G20270.1	0.560325611	0.969626686	0.440905496	0.504400131	0.412557706	0.391890001	0.575657989	0.474742179	0.431809499
"AT5G03690.4;AT5G03690.2;AT5G03690.3;AT5G03690.1"	0.890653943	0.71136385	0.584174215	0.576197923	0.569230717	0.643908644	0.569578736	1.059913184	0.50797639
"AT3G52140.2;AT3G52140.3;AT3G52140.1;AT3G52140.4"	0.11059179	0.737530384	0.860935931	0.965456421	0.788497792	0.780775735	0.764005595	0.638578443	1.11670579
"AT4G39460.3;AT4G39460.1;AT4G39460.2"	0.546362239	0.816662323	0.57220647	0.86941606	0.532026051	0.4907627	0.58699937	0.602695861	0.5157356
"AT3G44110.1;AT3G44110.2"	0.416147615	0.586281449	0.515984778	1.197901649	0.55795213	0.470915985	0.60271655	0.562813956	0.497219531
"AT1G72730.1;AT3G13920.1;AT3G13920.5;AT3G13920.3;AT3G13920.2;AT1G54270.1"	0.594876948	0.830274147	0.809822132	0.627355805	0.635716492	0.828857717	0.791447753	0.544602748	0.81117333
AT1G59960.1	0.295320646	1.455087285	1.090083486	2.159542349	1.316534876	1.135575834	2.335853929	1.573164754	0.97289102
AT5G40770.1	0.576991963	1.854178633	0.407273567	1.621417379	0.522256947	0.40077871	0.375474134	0.465021237	0.447632289
"AT5G55230.3;AT5G55230.2;AT5G55230.1"	1.146363266	1.066883911	1.116756837	1.18615477	2.25320943	1.393519129	1.740604419	1.760071583	1.769883297
AT4G23170.1	2.954881607	3.381323426	0.789842331	2.301210631	3.696153766	0.371610562	0.650701306	0.45881087	0.627193282
AT5G64350.1	0.575771686	0.944533848	1.688050593	0.641565146	2.095185293	1.79025164	1.167119512	0.457895209	2.519377732
"AT2G31510.2;AT2G31510.3;AT2G31510.1"	1.030226507	1.93584795	1.560382903	1.285574274	1.331347367	1.270698821	1.158090035	0.977469758	1.139616094
"AT1G08360.1;AT5G22440.1;AT5G22440.2"	0.535122872	1.098180194	0.690727127	0.734831874	0.628129242	0.443174345	0.507012461	0.912970761	0.432204769
"AT1G16820.4;AT1G16820.2;AT1G16820.1;AT1G16820.3"	0.200711636	0.800529484	0.859358719	0.702466642	1.096793201	1.353311773	0.819979654	1.154441421	0.76347406
"AT3G12110.1;AT5G09810.1"	0.624114179	0.969303501	1.042092756	0.953607185	1.329637506	2.809885845	1.631486168	1.403835178	1.219173031
"AT3G12110.1;AT3G46520.1;AT3G46520.2;AT2G42170.1;AT2G42170.3;AT2G42170.4;AT2G42170.2;AT5G09810.1;AT5G59370.2;AT5G59370.1"	0.65264844	0.952348276	0.695686348	0.785715616	0.977197865	0.940580877	0.954828503	0.915799966	0.991310378
AT5G34850.1	1.278719865	0.590560926	0.686359346	0.722728673	1.118241234	0.747003242	0.957568396	0.929594892	1.11780024
"AT5G57290.1;AT5G57290.2;AT5G57290.3"	0.642473335	0.732892217	0.680801278	0.554486011	0.502541551	0.457624359	0.476242441	0.417655522	0.503134917
AT1G22940.1	0.28592439	0.92505716	0.753228808	10.15950303	0.960557349	3.164558	1.470680944	8.822176317	0.522155766
"AT4G11380.1;AT4G11380.2"	1.42738697	1.244157467	1.184287346	0.906321789	0.678493025	0.931362145	0.954345328	0.815588351	1.227997706
AT2G18020.1	0.576164734	0.628635588	0.670306357	0.534770295	0.720968529	1.150868203	0.523405142	0.575394885	0.767079437
"AT3G29320.1;AT3G46970.1"	0.456008442	0.486932282	0.467480151	0.45258985	0.427489975	0.37131178	0.397290429	0.491029393	0.427381459
AT4G38970.1	0.531820413	0.577449423	0.550709958	0.612153188	0.494195367	0.342237428	0.655967067	0.966667646	0.80761072
"AT1G06680.1;AT1G06680.2;AT2G30790.1"	1.17178123	0.864216139	0.917106773	0.847828303	0.819541544	0.692826192	0.843622489	0.735387524	1.046067835
"AT2G36880.1;AT2G36880.2;AT3G17390.1"	0.28801643	0.784780388	0.451154406	0.64424175	0.244645765	0.555622801	0.28814345	0.464183922	0.338658395
"AT1G64190.1;AT5G41670.1;AT5G41670.4;AT5G41670.3;AT5G41670.2"	0.485688934	0.5928064	0.513360207	0.525442925	0.564600412	0.659836008	0.539107325	0.704892139	0.624710174
AT3G06035.1	0.337447325	0.244599832	2.842323028	0.395890316	0.554578834	0.428731219	0.725019685	1.504238382	0.455289632
AT5G52440.1	5.918654058	1.19297135	1.876923815	1.035312305	1.571989792	0.747557267	1.360222889	1.901549935	1.292009166
AT5G15490.1	1.106524852	0.447168992	0.402296816	0.323171479	0.482722543	0.445416464	0.372624172	0.378975161	0.523896788
"AT1G78870.2;AT1G78870.3;AT1G78870.4;AT1G16890.2;AT1G16890.1;AT1G16890.3"	0.757439798	0.559441871	0.530778678	3.958880892	0.507684608	0.497224083	0.555894694	0.462593677	0.517044422
AT3G46100.1	0.577252081	0.953726097	0.484917572	1.72226632	0.79234648	1.162941486	0.73482855	0.614929907	0.748337657
"AT1G29470.1;AT1G29470.2"	0.462635213	0.549874611	0.635816745	0.471754943	0.450620008	0.657698673	1.12121811	0.904291055	0.516295851
"AT3G08900.1;AT3G02230.1"	0.467734989	0.733531764	0.52866085	0.917764804	0.396844389	0.421132733	0.42924516	0.541019284	0.49069211
"AT1G20190.2;AT1G20190.1"	6.130881268	0.893365326	1.229861163	0.74263669	1.715060345	0.534782059	0.885006929	0.788903002	0.744955559
ATCG00360.1	0.603677718	1.166139595	0.638796178	1.457923619	0.57936208	1.630444854	0.916608632	0.646142254	0.514330966
"AT5G60920.2;AT5G60920.1"	10.88243376	9.477605285	11.3444693	3.32551688	1.001459122	3.447258847	0.925892907	2.715344358	3.680332253
"AT1G07750.1;AT2G28680.1"	0.337415588	0.863557243	1.447210592	0.454532258	1.616118647	0.726302881	1.164938754	0.873359095	1.330577289
"AT1G49670.2;AT1G49670.1"	0.268711242	0.737376768	0.966020572	0.702799189	0.771520036	0.679510673	0.447140863	0.835342823	0.855034782
"AT5G54500.2;AT5G54500.1"	0.614805505	0.683026345	0.733316677	0.80313138	1.252854599	1.048285604	1.491184006	1.068266012	1.358515443
AT2G05100.1	0.733486116	1.055877005	1.028958723	1.178637125	0.988491668	1.087982067	1.036442777	0.982835922	1.024973626
"AT2G28800.2;AT2G28800.3;AT2G28800.4;AT2G28800.1"	0.675887328	0.691600296	0.412624169	1.087405193	0.499733961	0.497966581	0.458926418	0.537189702	0.5561233
AT3G11250.1	0.496893379	0.821714191	0.519585018	0.545856558	2.190300516	0.544448022	0.57976685	0.506605663	0.404207627
AT2G21060.1	2.397480266	2.33100375	1.778073486	1.918407804	1.904193562	3.076553795	2.015536846	1.316940406	2.467714696
AT5G49810.1	2.486984938	0.722951004	1.043478616	1.235534952	0.683115838	0.599670432	0.887822515	0.858287079	0.692347988
"AT5G17530.5;AT5G17530.3;AT5G17530.1;AT5G17530.7;AT5G17530.2;AT5G17530.6"	1.509748745	1.9555821	1.76417712	1.668814941	1.709898233	1.519901823	1.49383401	1.445467502	1.599450876
"AT3G05910.2;AT3G05910.1"	0.600723041	1.277510547	1.587529827	1.367080252	1.603326561	0.602172669	1.578071155	0.891140257	0.649507077
AT3G10620.1	0.841243118	0.580641	2.065903433	0.48383886	1.076095065	0.590138385	1.135047319	0.741481486	0.561819248
AT5G62810.1	3.87730029	1.12652019	1.239292258	1.154767932	1.139743813	0.640893957	0.909231552	1.128713892	0.948861535
AT1G15140.1	0.604856878	0.582972206	0.841438206	0.535348443	0.610656997	0.479268641	0.451847909	0.318776339	0.500795493
"AT5G09900.2;AT5G09900.3;AT5G09900.1"	0.228107509	0.97828969	0.45742992	1.17666265	0.807026834	5.304179918	0.498640321	0.836408699	1.258810043
AT5G43060.1	1.480844863	1.448442792	1.058300076	1.061820485	0.829595864	0.953685776	0.780749479	1.042362353	0.864130979
"AT5G53300.2;AT5G53300.4;AT5G53300.1;AT5G41700.5;AT5G41700.2;AT5G41700.4;AT5G41700.1;AT1G64230.5;AT1G64230.2;AT1G64230.4;AT1G64230.3;AT1G64230.1;AT4G27960.1;AT4G27960.2;AT3G08690.2;AT3G08690.1"	0.451081392	0.501522988	0.433214804	0.738417524	0.469436586	0.370284703	0.410979466	0.485012435	0.408070678
"AT1G09200.1;AT5G65350.1;AT5G65360.1;AT5G10390.1;AT5G10400.1;AT3G27360.1"	0.396936159	0.540372157	5.182809644	3.522864841	1.75933175	3.550165167	3.997491616	5.047176304	1.438034075
AT1G23820.1	3.248890271	0.740591943	4.25594569	0.722374996	4.615729943	5.201503662	1.124672949	6.513547497	2.702425065
"AT3G42640.1;AT4G30190.2;AT4G30190.1;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT5G62670.1;AT3G47950.1;AT3G47950.2;AT5G57350.4;AT5G57350.2;AT5G57350.3;AT5G57350.1;AT1G17260.1"	0.776262532	1.008962736	1.00015949	1.033722159	1.017210405	1.082418167	0.969135298	0.954754838	0.967714599
"AT4G35860.2;AT4G35860.1;AT4G17170.1"	0.98816893	1.066069194	0.894247161	1.088559945	0.991608526	1.06822137	1.062008773	1.097288352	0.904251065
"AT5G53850.6;AT5G53850.2;AT5G53850.4;AT5G53850.5"	0.471975725	1.211969944	0.761146204	1.349997814	0.576492922	0.623600755	1.629378805	0.522020022	0.869951775
AT1G20340.1	0.667391259	0.413500563	0.574388042	0.458599726	0.751752205	0.537813649	0.4232553	0.7497676	0.608147208
AT2G29360.1	5.242362502	1.14384526	0.724049487	1.054417161	0.899662382	0.914496546	0.721816384	0.717656585	1.306609257
AT3G20000.1	0.33099494	0.762009028	0.469383586	0.508142835	0.327121937	0.450170395	0.466135299	0.681105502	0.430094322
"AT2G33840.1;AT1G28350.3;AT1G28350.1;AT1G28350.2"	2.213315517	2.134051602	1.120708953	0.920115519	1.511534104	0.733665458	0.87499586	0.937262957	0.634005038
AT2G18110.1	0.263684088	0.439432063	0.601582035	0.554021253	0.619078822	0.654972	0.459343243	0.902459554	0.728495255
AT5G24650.1	0.708196983	0.738956738	0.555018602	0.616784228	0.476371874	0.42159798	0.467346282	0.444790506	0.430091607
"AT2G26590.2;AT2G26590.3;AT2G26590.1"	0.729306398	0.928638556	0.728329469	0.919969526	0.744190835	0.780472992	1.056730006	0.734087253	0.595568201
AT5G49760.1	1.257292041	0.682074272	0.90399134	0.468411391	1.044219578	3.54091052	0.525886121	1.059599966	2.099985093
"AT3G01340.2;AT3G01340.1;AT2G30050.1"	0.59536687	2.385355455	1.349573602	1.76139977	5.406400333	1.095635961	1.155353053	1.883151271	0.87643615
"AT1G80490.2;AT1G80490.1;AT1G80490.3;AT1G15750.4;AT1G15750.2;AT1G15750.1;AT1G15750.3;AT3G16830.1"	0.758543084	0.75059377	0.719952377	0.703738662	0.908933454	0.704103678	0.675781124	0.80726203	0.690736252
AT1G53210.1	0.442758371	1.13958875	0.690847466	0.715661042	0.918150848	3.63972365	1.143200006	1.13744977	1.752549551
AT4G28750.1	0.644766167	0.832480014	0.957698899	0.906395148	0.835107998	0.698623232	0.928026759	0.764722498	0.864424025
