Timepoint	0m	15m	180m	2880m	5760m	15m	180m	2880m	5760m
AT5G45390.1	0.459751562	0.676799524	0.651606873	0.63002588	0.515967827	0.432577563	0.589855246	0.515519366	0.538497336
AT4G18480.1	0.927870868	0.851507262	0.702690883	0.632143014	0.383885121	0.317245572	0.361194178	0.368974495	0.449505325
"AT3G06650.1;AT3G06650.2"	1.651966827	0.999814931	1.268764642	1.134048746	0.951297274	1.53178078	1.054007926	0.976199066	0.981638484
"AT4G21280.2;AT4G21280.1;AT4G05180.2;AT4G05180.1"	0.809240888	0.883849015	0.878196044	1.354236254	1.766011207	0.753167354	0.886416874	2.499150321	0.887242316
"AT1G63940.2;AT1G63940.1;AT1G63940.4;AT1G63940.3"	0.681416589	0.649667511	0.626309021	0.592967057	0.542354566	0.585305282	0.516672734	0.573735297	0.517924996
AT3G63490.1	0.670091848	0.845058137	0.952390609	0.841094166	0.644909703	0.528100347	0.429357766	0.57912089	0.679157145
AT3G18130.1	0.710938539	0.493841458	0.535895249	0.689275483	0.361453262	0.425650057	0.348783859	0.567557777	0.374761666
"AT2G34420.1;AT1G29920.1;AT1G29910.1;AT1G29930.1"	1.2613599	1.374070365	1.478292961	1.441993882	2.819879282	1.996764642	1.401898732	1.856953455	3.146952016
AT2G27680.1	0.8053999	1.071185051	0.55661925	0.692953758	0.557855985	0.590555746	0.581643095	0.567865469	0.562983332
"AT4G14960.2;AT4G14960.1;AT1G50010.1;AT5G19780.1;AT1G64740.1;AT1G04820.1;AT5G19770.1"	0.880733243	1.136087705	1.133538718	1.176451799	1.191844367	1.10486074	1.186341988	0.892635465	0.976456811
AT3G44100.1	0.518820778	0.559962235	0.593434016	0.526514896	0.718912925	0.756777528	0.667304857	0.895610031	0.841977622
"AT5G36230.1;AT5G36230.2"	0.59198616	0.696717696	0.661428686	0.569610803	0.679163495	0.820622597	0.755073601	0.712786721	0.717956314
"AT5G11670.1;AT5G25880.2;AT5G25880.3;AT5G25880.1"	0.39202751	0.480239852	0.683391021	0.592127929	0.358476437	0.272620699	0.465771477	0.71303733	0.50135764
"AT4G30920.1;AT4G30910.2;AT4G30910.1;AT2G24200.3;AT2G24200.2;AT2G24200.1"	0.477267284	0.483217891	0.477072012	0.487542032	0.444492169	0.562688598	0.490545872	0.577295029	0.521001528
AT3G13930.1	0.627972843	0.567777124	0.665812203	0.611166685	0.717801375	0.605770637	0.636597531	0.748678032	0.805429647
AT4G24620.1	0.684076404	0.875685677	0.739990988	0.671266845	0.752502134	0.627568484	0.69871917	0.725711813	0.790628241
"AT5G14910.1;AT5G14910.2"	0.67148506	0.859993394	0.828003424	0.537136596	0.557691001	0.456831473	0.511331635	0.554812206	0.563904349
"AT1G62640.2;AT1G62640.1"	0.785679143	1.136661668	0.76514993	0.982060802	0.705665187	0.732104062	0.845760394	0.796691772	0.719667479
"AT5G60860.1;AT5G59150.1;AT5G59150.2;AT1G07410.1;AT5G47520.1;AT5G45750.1;AT3G07410.1;AT2G43130.1;AT2G33870.1;AT1G28550.1;AT5G65270.1;AT3G12160.1;AT1G16920.1;AT5G47960.1;AT1G05810.1;AT1G05810.2;AT1G06400.1;AT2G31680.1;AT1G01200.1;AT3G46830.1;AT3G46830.2;AT4G18800.1;AT4G39990.1;AT1G73640.1;AT1G09630.1;AT3G15060.1;AT1G18200.1"	0.825293658	1.147498919	1.052883995	1.139539689	1.061021947	1.054996642	0.959456259	1.093075508	1.108098446
AT3G48730.1	0.703574502	0.785371122	0.779683247	0.657678635	0.576069685	0.481645231	0.54250883	0.501024564	0.561083443
"AT1G26910.2;AT1G26910.1;AT1G14320.2;AT1G14320.1;AT1G66580.1"	0.639856309	0.812888341	0.782895429	0.619282561	0.544400993	0.529397031	0.517319542	0.593218139	0.549954045
AT3G25660.1	1.25222172	0.907565538	0.97449463	0.729468072	0.712372229	0.674216485	0.598723342	0.725118425	0.615237241
"AT1G11840.6;AT1G11840.4;AT1G11840.1;AT1G11840.3;AT1G11840.2"	0.294734334	0.208625897	0.544716264	0.453811699	0.538877326	0.573315284	0.346488975	0.441567935	0.40145655
AT4G28080.1	0.586251013	0.719569572	0.750331642	0.564694657	0.423771951	0.412311789	0.426505136	0.539987171	0.486012275
"AT1G24020.1;AT1G24020.2"	0.499410936	0.515049009	0.518300542	0.376835881	0.314260885	0.344704045	0.288451271	0.277217264	0.364152399
"AT2G20580.1;AT4G28470.1"	0.493613951	0.74155053	0.690100047	0.638182296	0.602384543	0.664268316	0.577252472	0.721260881	0.616299176
"AT1G53830.1;AT3G14310.1"	0.373999292	0.432419869	0.406662176	0.474633476	0.521230019	0.479613979	0.539349322	0.542991783	0.582759959
"AT1G49630.5;AT1G49630.2;AT1G49630.1;AT1G49630.3;AT1G49630.4;AT3G19170.1;AT3G19170.2"	0.467113844	0.52145334	0.563445282	0.546978578	0.421140494	0.416494618	0.393262397	0.456529014	0.483313908
"AT4G35650.1;AT4G35260.1"	0.377728734	0.731608208	0.650923713	0.628938212	0.717484304	0.866544315	0.691827631	0.890015572	0.789248264
"AT3G26900.3;AT3G26900.1;AT3G26900.2"	0.660284335	0.588955503	0.602182573	0.45935272	0.548826477	0.731511991	0.519216167	0.659968479	0.682913195
"AT1G74060.1;AT1G74050.1;AT1G18540.1"	0.695215657	0.759191042	0.760818364	0.547408155	0.500281532	0.503981543	0.447492382	0.504877169	0.512379
AT5G08540.1	0.717131107	1.152753364	1.277668319	1.409947095	0.855637717	1.208026893	0.929669357	1.323659331	0.611285707
AT3G55260.1	1.571155143	0.688506987	1.119523811	0.979467319	1.195076046	2.71753884	1.13405065	1.977037002	1.189833291
AT5G19510.1	0.576522229	0.715601448	0.66137151	0.526622901	0.450692449	0.484828865	0.506160374	0.477603195	0.437590415
AT4G00570.1	0.744669127	0.545759838	0.566569155	0.585658994	0.524343401	0.532341649	0.647288783	0.666052776	0.579825793
"AT1G76160.1;AT1G41830.1"	0.454653478	0.643070319	0.556618632	0.614605784	0.57431311	0.622886493	0.648201183	0.58205164	0.57556914
AT1G78380.1	0.453912778	0.688523674	0.635758947	0.758563391	1.052464462	0.956309411	0.884663416	0.921296045	1.003805059
AT3G20050.1	0.629530889	0.786922918	0.680530975	0.622558567	0.564095628	0.66208149	0.604706069	0.701260475	0.598227469
"AT5G64760.1;AT5G64760.3;AT5G64760.2;AT5G09900.2;AT5G09900.3;AT5G09900.1"	0.50916928	0.582256557	0.633548547	0.676191415	0.594650957	0.594025173	0.457420466	0.564038501	0.481428851
"AT4G14160.3;AT4G14160.1;AT4G14160.2;AT1G05520.1"	0.680773165	0.756665718	0.732712613	0.721531247	0.732026649	0.74192379	0.750704022	0.724127977	0.712253192
"AT5G13120.1;AT5G13120.2"	0.769266103	1.067086533	0.892309095	0.967200069	0.963345645	0.829483343	0.839409933	0.812250971	0.871953541
"AT2G27720.2;AT2G27720.1;AT2G27720.3"	0.689399785	0.738615663	0.74146155	0.559158752	0.460425516	0.457792234	0.446842592	0.471314368	0.476958017
"AT2G14170.3;AT2G14170.2;AT2G14170.1"	1.440177877	1.195740667	0.994411201	1.392884388	1.297681729	1.296901281	1.355750748	0.983912343	1.690070034
"AT1G09100.1;AT3G05530.1"	0.611186388	0.728477705	0.650899324	0.700003616	0.740394323	1.133519627	0.727352489	0.838570569	0.804238844
"AT5G42080.2;AT5G42080.4;AT5G42080.3;AT5G42080.1"	0.361230336	0.6400115	0.640186	0.680385921	0.720828748	0.584336273	0.681247061	0.716382231	0.558644288
"AT4G27500.1;AT4G27500.2"	0.531642648	0.466948094	0.466034017	0.440872281	0.402814138	0.428368119	0.442818189	0.50230532	0.468769736
ATCG00680.1	0.708901908	0.984927906	0.902044719	0.887993606	0.751313782	0.674534313	0.753374165	0.790690196	0.779867759
AT4G11600.1	0.234348472	0.386627825	0.402775197	0.363090152	0.492064274	0.559029626	0.394714825	0.504513729	0.490087823
"AT5G56010.1;AT5G56000.1;AT5G56030.1;AT5G52640.1"	0.528929004	0.690161711	0.68107487	0.783993755	0.816563498	0.77964319	0.743011809	0.682063953	0.569026884
"AT4G38970.2;AT4G38970.1"	0.517779707	0.659332153	0.670639147	0.576749418	0.5624552	0.526235569	0.490323333	0.602396815	0.568949643
AT2G47450.1	0.714601086	0.860094169	0.93969688	0.640150142	0.769021702	0.363301495	0.670997014	0.445084477	0.492715435
AT4G15545.1	1.029680863	0.775695854	0.754324939	0.894763449	0.935817337	0.889693068	0.826359912	0.946529077	0.784545168
AT5G12250.1	0.825539511	0.995022135	0.987912693	1.308336403	1.33151364	1.30479365	1.268115868	0.989751797	0.907099179
"AT4G16143.2;AT4G16143.1"	0.615130174	0.699170291	0.631961233	0.725455698	0.685019471	0.645200063	0.698934628	0.698051703	0.670568239
"AT5G12950.1;AT5G12960.1"	1.298831714	1.620238653	1.682831022	1.1433964	1.039594599	0.993756614	1.140273844	1.07775671	1.391451103
AT3G53580.1	0.815579918	0.995051099	0.942580903	0.543121723	0.873047456	0.563995019	0.724294126	0.52918662	0.947935666
"AT5G43780.1;AT1G19920.1;AT3G22890.1;AT4G14680.2;AT4G14680.1"	0.513964076	0.521729725	0.519035735	0.50065739	0.483510903	0.367719887	0.500881612	0.495429236	0.51205033
"AT2G04700.3;AT2G04700.1"	0.448290981	1.148870156	0.64578735	1.330874866	0.693592951	0.529243012	1.032646378	0.699136436	0.604974118
AT4G17170.1	0.7744159	1.287702106	2.18016079	1.287650623	1.519236914	1.787664489	1.407170774	1.320348865	1.836763629
AT1G48920.1	0.715344428	0.598698284	0.603338047	0.686089598	0.344967758	0.684907696	0.337143848	0.558943911	0.562979744
"AT5G62690.1;AT5G62700.1"	1.06121337	1.191908016	1.028695678	1.175678899	0.806095463	1.032743238	0.888762898	0.787474432	0.722097812
AT2G36460.1	0.782752987	0.806083516	1.485897607	0.97348947	1.935575591	0.882083667	0.890077691	1.577807532	0.85094224
AT3G27740.1	1.748603994	1.57751624	1.367760809	3.02150744	1.015525428	1.462314601	2.165106133	1.615437674	1.645195558
"AT2G19940.3;AT2G19940.1"	0.504396708	0.757774604	0.718288295	0.78144667	0.742414394	0.64482714	0.718050301	0.881619246	0.655790617
"AT2G39470.2;AT2G39470.1"	0.981679129	1.2008128	0.848806302	1.461504864	0.954667022	0.656561949	0.704328907	0.867309257	0.949888603
AT5G44340.1	2.360788061	1.079327012	1.165560576	1.058252518	1.287839049	1.37715355	1.095191575	1.178394296	1.12583695
AT5G19760.1	0.517444673	0.564154446	0.614791109	0.594292867	0.619153183	0.591592003	0.520012421	0.601584388	0.625899468
"AT5G15090.2;AT5G15090.1"	0.693294638	0.684727765	0.65458137	0.712726743	0.767824618	0.71863732	0.74067889	0.717292649	0.732811309
"AT2G47510.3;AT2G47510.2;AT2G47510.1;AT5G50950.4;AT5G50950.2;AT5G50950.1"	1.370245609	0.479120996	0.509008331	0.526835954	0.715821906	0.502504116	0.65273083	0.695422423	0.707192438
"AT5G39850.1;AT5G15200.1"	0.759702203	1.777374557	0.986256152	0.84464151	1.038300786	0.813792095	0.73533522	0.668768156	0.733781613
"AT2G44060.2;AT2G44060.1"	0.711760988	0.631135945	0.588443052	0.620085001	0.676026102	0.660912655	0.674464006	0.624727871	0.659366619
"AT2G27710.4;AT2G27710.1;AT2G27710.2;AT2G27710.3"	0.617820187	0.640977947	0.659236159	0.51183211	0.465724904	0.408071872	0.467430334	0.796303356	0.451389891
"AT4G09040.2;AT4G09040.1"	0.484251127	0.610652293	0.565477654	0.541151336	0.483959181	0.477865695	0.437046603	0.576814764	0.516562481
"AT4G16500.1;AT4G16500.2"	1.618400459	1.391080628	0.712699996	1.771409541	1.949171439	0.680054784	1.653952723	0.830077071	0.856350843
AT1G75350.1	3.955137884	0.797018176	0.825751232	0.651675879	0.576598433	0.488647363	0.486513549	0.557523197	0.54416234
"AT3G16140.1;AT1G52230.1"	0.818755519	0.940343742	0.878421855	0.96415907	0.875170358	0.823931455	0.888727059	0.848473591	0.864946953
AT4G29480.1	0.366124966	0.467907022	0.345545206	0.349693679	0.449865127	0.415153496	0.486696588	0.556752177	0.579619774
"AT2G26340.1;AT2G26340.2"	0.659606005	4.85077763	0.819983336	0.544184749	1.788611146	0.531507089	0.389563054	0.446099419	0.540719551
"AT5G16840.3;AT5G16840.1;AT5G16840.2"	0.393948801	0.477738257	0.501613288	0.475638628	0.466236971	0.430909461	0.480938635	0.458746405	0.537298867
"AT2G04520.1;AT5G35680.3;AT5G35680.1;AT5G35680.2"	0.785388609	0.784027093	0.655531419	0.745402119	0.521033774	0.968821112	1.411475997	1.588746531	2.092172068
"AT2G21330.2;AT2G21330.3;AT2G21330.1"	0.273624247	0.524126247	0.477263604	0.506324863	0.522842512	0.402837246	0.445289428	0.539879471	0.468821199
AT3G25760.1	0.887647716	1.179239153	1.076991844	1.408936943	1.97421227	1.441260213	1.733864775	2.233545826	2.33257548
AT2G29550.1	13.53667344	1.706533275	1.448433695	1.567977954	0.908242333	1.146327948	1.223265266	1.070603474	0.848774828
"AT3G16400.1;AT3G16400.2"	1.129433895	3.086523225	3.247806609	4.174017769	5.749598308	7.200956241	7.147212376	5.094148561	5.638162287
"AT1G01320.3;AT1G01320.1;AT1G01320.2"	0.621385942	0.627924764	0.533280517	0.498453495	0.368036938	0.30499722	0.399451033	0.413293749	0.440611208
"AT3G27925.2;AT3G27925.1"	0.436907281	0.688887097	0.62733654	0.685127689	0.655514671	0.51569802	0.646665	0.701888986	0.662925448
"AT2G30970.1;AT2G30970.2"	0.516855289	0.609200206	0.556022751	0.580496173	0.60797336	0.550026919	0.52689037	0.613186704	0.602671038
AT5G54160.1	1.359953767	1.718232271	1.55847345	1.349651581	1.074977892	1.051253867	1.0417332	0.986977379	1.088855503
"AT5G04430.1;AT5G04430.2"	0.884469548	0.676567184	0.866734599	0.562653626	0.568714903	0.451044606	0.570444462	0.544455997	0.543884872
AT2G32240.1	0.534571392	0.524316817	0.627719809	0.527583641	0.649155923	0.690093129	0.629468937	0.697574957	0.744021175
AT4G34350.1	0.62054454	0.923167476	0.860001924	0.597588159	0.533288073	0.815847905	0.574157734	0.702118284	0.641308983
"AT5G66510.1;AT5G66510.2;AT1G47260.1"	0.59939548	0.458690332	0.764033129	0.448751403	0.760749696	0.780279895	0.829939236	0.866737518	0.74557655
"AT5G14200.2;AT5G14200.3;AT5G14200.1"	0.234500455	0.41393422	0.557308424	0.514789949	0.617290555	0.54788937	0.546311894	0.57869134	0.623660708
"AT3G26340.1;AT1G13060.1"	0.64038747	0.728171851	0.679359897	0.632980901	0.650381469	0.633591281	0.611712318	0.755466667	0.671310568
AT3G02080.1	0.757364073	0.781286939	0.801818286	0.634211659	0.592888044	0.395758534	0.551133428	0.382749739	0.593598493
"AT4G21860.4;AT4G21860.2;AT4G21860.1;AT4G21860.3"	0.422038573	0.655107167	0.508373803	0.761135909	0.57794254	0.602160938	3.475638162	0.944864943	0.580884195
"AT3G53460.1;AT3G53460.3;AT3G53460.2;AT3G53460.4"	0.711555439	0.614690567	0.625747879	0.205261464	0.327054316	0.49252792	0.697809354	0.222569303	0.408587431
AT3G47470.1	1.510260141	1.06655929	1.029461532	1.091843757	0.976418206	1.002348591	1.068980076	1.036109377	1.055134467
"AT3G15840.3;AT3G15840.4;AT3G15840.5;AT3G15840.2;AT3G15840.1"	0.485986416	0.552661595	0.626272738	0.601518983	0.635313993	0.431167465	0.809061719	0.455513952	0.812551288
"AT5G03520.2;AT5G03520.1;AT3G11730.1;AT3G09900.1;AT5G59840.1;AT4G17530.1;AT5G47200.1;AT1G02130.1;AT3G46060.2;AT3G46060.3;AT3G46060.1;AT3G53610.2;AT3G53610.3;AT3G53610.1"	0.580964531	0.988371941	1.017362054	0.97538801	0.868308334	1.063605956	1.026903579	0.85655811	1.126969525
"AT1G36240.1;AT1G77940.1;AT3G18740.1"	0.64410313	0.784365951	0.670484252	0.553786716	0.471282758	0.478190839	0.466506198	0.495664169	0.489951315
AT5G40950.1	0.746356971	0.781759991	0.811077858	0.626226967	0.551433087	0.455398852	0.488281679	0.607035691	0.537702775
AT1G26630.1	0.823555827	0.685232887	0.823841429	0.575927864	0.509070262	0.504676015	0.486156645	0.495991167	0.613441572
AT1G74730.1	0.773442155	0.758392103	0.655222693	0.661060594	0.541429824	0.502027666	0.526472418	0.540054327	0.528646027
AT4G00490.1	0.37589342	0.495887294	0.389409267	0.444506183	0.42934528	0.414959793	0.381217642	0.498091279	0.513277729
AT5G13420.1	1.115634703	0.628847677	0.806256699	0.688470766	0.589119269	0.898210645	0.959039179	0.653635965	0.744943184
AT5G42960.1	0.887385036	0.781237052	0.608729668	0.792747811	0.943399379	0.897209512	0.738095142	0.586382978	1.193164411
"AT1G53240.1;AT3G15020.2;AT3G15020.1"	0.419434538	0.567630943	0.524350773	0.553788189	0.53042168	0.443969605	0.510564514	0.532470505	0.489537975
"AT3G47370.1;AT3G47370.2;AT3G47370.3;AT5G62300.2;AT5G62300.1;AT3G45030.1"	0.770930369	0.691086932	0.645084444	0.577982813	0.514078713	0.502589761	0.541170789	0.686629037	0.592556108
AT1G01090.1	1.100895472	0.878235678	0.756016767	0.541896506	0.454888617	0.421517296	0.422318684	0.435296131	0.44227504
"AT2G26080.1;AT4G33010.1"	0.814305242	0.788842254	0.656327759	0.631529995	0.659063615	2.074682682	0.554154164	0.756910438	0.763185319
"AT5G45170.1;AT5G45170.2"	1.154041334	0.678450333	0.622869629	0.833625544	0.952237338	0.669917536	0.86881026	0.745015022	0.660664454
"AT3G11780.2;AT3G11780.1"	0.990198972	0.940631364	0.874331557	1.034112879	0.935334502	1.131943653	1.169908879	1.135102	0.914081422
"AT2G42210.1;AT2G42210.3;AT2G42210.4;AT2G42210.5;AT2G42210.2"	0.401691093	0.408430814	0.680480681	0.478251521	0.696053712	0.480672066	0.50284328	0.565684427	0.438125653
AT1G16080.1	0.803718604	0.77227843	0.672430875	0.781521335	0.65674277	0.613786106	0.613869162	0.749411137	0.604200763
AT2G05920.1	0.754976181	0.898765147	0.809199593	0.602239964	0.642166572	0.581819185	0.518539401	0.557870962	0.805221346
AT1G03230.1	0.924682595	1.131379781	0.895399083	0.955008342	0.854748487	1.406468772	0.933678633	1.418885202	1.097425376
AT5G41210.1	0.491137686	0.626366997	0.541690872	0.599160375	0.729637237	0.663391127	0.77765592	0.579448834	0.691730178
AT5G11670.1	0.251234703	0.262216756	0.274305107	0.283267559	0.360491081	0.382143836	0.418320595	0.533088318	0.517013869
"AT2G39770.2;AT2G39770.3;AT2G39770.1"	0.636513431	1.041110153	1.318540702	0.930836865	0.85959505	0.946746501	0.67051153	1.068685047	0.689429987
AT5G67360.1	0.806455066	0.849378229	0.809188466	0.652594016	0.667575994	0.547045826	0.733494386	0.87702417	0.745583736
"AT5G61170.1;AT5G15520.1"	0.615361376	0.755012703	0.716434497	0.523429998	0.436776627	0.427115748	0.423884259	0.481595844	0.465194622
"AT4G37910.1;AT4G37910.2"	0.457328439	0.527751177	0.412675475	0.566507565	0.411653607	0.473787341	0.621274188	0.323500159	0.415056758
AT5G25980.2	0.275709004	0.299143212	0.299842081	0.679135236	0.610816023	0.404869721	1.931018626	0.877635556	0.492770493
"AT4G28750.1;AT2G20260.1"	0.861142522	1.043936908	1.124085522	1.031426044	1.164168525	1.064232116	0.978167135	1.178597002	1.14536416
"AT3G27740.2;AT3G27740.1"	0.292941267	0.763566468	0.665739382	0.769034563	0.679521298	0.693041866	0.525556416	0.578074625	0.656740763
"AT5G64080.2;AT5G64080.1"	4.513427145	1.696891793	1.10600318	1.089498918	1.224578	1.195149692	1.047032187	0.840755383	1.370024805
"AT2G04030.1;AT2G04030.2"	0.49485809	0.505810618	0.529716554	0.630204759	0.597895111	0.495357145	0.530549374	0.57904062	0.415246447
"AT5G13450.1;AT5G13450.2"	0.682435325	0.581401369	0.556741578	0.580966268	0.544848225	0.5742136	0.593254659	0.781284321	0.60878792
AT3G48990.1	0.606841427	0.684694838	0.584910232	0.51492616	0.519399426	0.536267122	0.57314982	0.497600237	0.517824671
AT2G03440.1	0.746192761	0.990004906	1.187168928	1.051632228	1.239535732	0.914613583	1.419057572	1.050906937	1.335686861
"AT5G14320.1;AT5G14320.2"	0.84295116	0.728732969	0.712831986	0.548432428	0.484810325	0.433646945	0.649308247	0.572037507	0.775181578
"AT4G35830.2;AT4G35830.1"	0.456905376	0.613588577	0.669490306	0.568000974	0.685386051	0.614328035	0.670511041	0.542227821	0.688953547
"AT2G43710.2;AT2G43710.1"	0.769800826	0.703634968	0.701830292	0.678723533	0.659854209	0.57145831	0.588429701	0.682927954	0.50933917
"AT5G66530.3;AT5G66530.2;AT5G66530.4;AT5G66530.1"	0.864927858	0.697541604	0.756591119	0.621054258	0.728903446	0.606433018	0.612253156	0.60532861	0.615747837
"AT5G03690.2;AT5G03690.1;AT2G36460.1;AT4G26530.1;AT4G26530.3;AT4G26530.2;AT3G52930.1"	0.577930097	0.627705445	0.608924343	0.832317305	0.600460985	0.436185207	0.648626103	0.473167171	0.609526341
AT5G10860.1	0.521399727	0.848495313	1.002096538	0.980634819	1.382806905	1.380962755	1.243905695	1.131985911	1.168628504
"AT1G78300.1;AT1G35160.1;AT1G35160.2;AT4G09000.1;AT4G09000.2;AT5G38480.2;AT5G38480.1;AT5G38480.3;AT5G16050.1;AT5G16050.2;AT3G02520.1;AT3G02520.2"	0.639767068	0.853764398	0.805684925	0.807554826	0.841569593	0.840069181	0.789795456	0.773617694	0.799077922
AT5G16400.1	0.695345456	1.430002628	0.76841818	2.726335093	0.691788619	0.934166447	1.238804117	0.935053627	0.630938042
"AT3G59760.3;AT3G59760.1;AT2G43750.1;AT2G43750.2"	0.75689783	0.735857596	0.781270062	0.704772788	0.700257371	0.66473289	0.66190746	0.729116257	0.668719416
AT3G01120.1	0.52331416	0.64259254	0.496806409	0.532404235	0.501871435	0.445510692	0.701943956	0.741755543	0.593512272
"AT4G31700.1;AT5G10360.1;AT5G10360.2"	0.559852352	0.789750046	0.732788486	0.543685531	0.582825283	0.778631254	0.584740618	0.566499802	0.601356977
AT2G39080.1	0.869967767	0.761194237	0.724630284	0.673408687	0.797630471	0.654301351	0.701915091	0.749058506	0.613047687
AT5G58590.1	0.586769663	0.689754443	0.940683595	0.948159312	1.089863479	1.026566604	0.871543829	0.842188939	0.778211852
ATCG01110.1	0.77297211	0.686898822	0.641221826	0.69361548	0.635042061	0.59408421	0.618318055	0.754330583	0.642282428
"AT5G03300.2;AT5G03300.1;AT5G03300.3;AT3G09820.1;AT3G09820.2"	0.526799866	0.688715373	0.630954363	0.571774956	0.506199226	0.505523867	0.488600932	0.550714663	0.519791497
AT5G66680.1	0.456388934	0.531666554	0.462371277	0.477494044	0.486414415	0.488807927	0.480432166	0.627668585	0.536342863
AT4G22010.1	0.442840434	1.834617042	0.876753589	1.236280874	0.678238914	0.868799915	1.523211574	1.030805427	0.961537399
AT1G32900.1	0.404636714	0.447448235	0.433576684	0.381362622	0.412291035	0.39120561	0.455226803	0.561297934	0.582587984
AT2G37970.1	0.632052594	0.49649117	0.829785639	0.525655046	0.678264051	0.506298043	0.470801315	0.753629952	0.805074594
AT4G26690.1	0.82361381	1.300745696	0.972599144	1.132795972	1.143661062	1.168436887	1.273266953	1.122892031	1.027792209
"AT5G56010.1;AT5G56000.1"	0.607704505	0.576467152	0.708932856	0.647929341	0.709545616	0.691537547	0.687167026	0.627154215	0.478364583
AT3G63170.1	1.170056963	0.612548531	0.717920689	0.626495614	0.621690904	0.569993372	0.668814517	0.604218953	0.622269072
"AT5G17020.1;AT5G17020.2"	1.245905813	1.177568498	1.127417322	0.919019978	0.725793966	0.750738838	0.74647471	0.698907392	0.879435812
AT2G26930.1	0.940771692	0.763434705	1.43074965	1.288550731	0.7028916	3.031358018	0.63707075	0.734396365	0.623394753
"AT1G75780.1;AT1G20010.1"	1.32443139	4.349985608	1.221632026	1.901182966	1.375062398	1.234079329	1.25367198	1.026464169	1.271206387
"AT2G02500.2;AT2G02500.1"	0.719556998	1.184996884	2.15868452	1.393145355	1.140464499	1.749997127	1.4381232	2.90531445	1.347941849
"AT4G39260.3;AT4G39260.4;AT4G39260.2;AT4G39260.1"	0.470210495	0.596185975	0.509354362	0.678049335	0.765454498	0.721267249	0.740987144	0.768677102	0.654026671
AT1G09310.1	0.982026593	1.114143223	1.050364989	1.298639473	1.333460039	1.278761193	1.360912877	0.974067466	0.995267745
"AT2G24270.4;AT2G24270.2;AT2G24270.3;AT2G24270.1"	0.705606298	0.764156467	0.709632357	0.740067566	0.776142934	0.672838394	0.655403322	0.726837701	0.700936219
"AT5G13490.2;AT5G13490.1"	0.830549841	0.799259052	0.870304741	0.69710737	1.221917392	1.131743889	0.565369714	0.782670352	0.667008541
AT1G62390.1	0.737793513	0.720000961	0.987912493	0.628802017	1.144770866	0.637851525	0.847582909	0.775346953	0.764946968
"AT2G04842.1;AT2G04842.2"	1.101389317	0.720561394	0.700593486	0.537977831	0.433060742	0.47076573	0.390252186	0.581147946	0.529063404
"AT1G23820.1;AT1G23820.2"	0.862265081	0.878217387	0.779530648	0.910559591	0.76414465	0.672841789	1.723719705	0.824808838	1.037434079
AT1G19920.1	1.268531601	0.779758924	0.873580863	0.81575519	0.552381155	0.690863183	0.71304567	0.75427179	0.918637053
AT1G59610.1	1.173363294	0.623519199	0.476898215	0.799566229	0.563508198	0.852366141	0.654595061	0.737168022	0.5125229
"AT2G20630.2;AT2G20630.1"	0.414390943	0.846826788	0.603131165	0.638708026	0.688232947	0.693718234	0.694891542	1.069974204	1.137728484
"AT5G66190.2;AT5G66190.1;AT1G20020.2;AT1G20020.1;AT1G20020.3"	0.728532329	0.753063979	0.763483898	0.645352616	0.699602232	0.644663814	0.642600216	0.607726469	0.619685407
"AT1G31180.2;AT1G31180.1"	0.967932716	0.558476956	0.587966461	0.499896381	0.694075849	0.515310751	0.646041166	0.642972995	0.571910868
"AT3G61440.3;AT3G61440.2;AT3G61440.4;AT3G61440.1"	0.456277791	0.593836868	0.606931395	0.591593717	0.673779866	0.614310141	0.698206906	0.726261175	0.757250203
"AT1G66970.2;AT1G66970.1;AT1G66970.3"	0.419284265	0.380315622	0.42289781	0.375799341	0.3567148	0.368450258	0.39363346	0.599703943	0.5845763
AT2G45470.1	1.265603263	1.549836837	1.56193932	1.61637515	1.566908852	1.797563364	1.712262043	1.652077617	1.594000513
"AT4G03280.2;AT4G03280.1"	1.056871528	0.833625277	0.853503263	0.708864537	0.692042601	0.556587867	0.608107078	0.689344008	0.660458161
AT5G47110.1	0.954557853	0.927048794	0.709085541	0.847854136	0.364022804	0.569871941	0.385023011	0.855190259	0.67545777
AT5G23140.1	0.350527584	0.41606121	0.471509656	0.337074111	0.437170922	0.41084225	0.451622573	0.639537046	0.43201504
AT1G27090.1	0.770723395	0.853321999	0.93570747	0.670870769	0.678106031	0.69203397	0.648842635	0.741050195	0.719592708
"AT2G43950.1;AT2G43950.2"	0.589439237	0.850728427	0.749975125	0.843087222	0.693332343	0.58657846	0.762267847	0.659709753	0.832343147
AT5G63810.1	0.340027574	1.897659841	1.933939835	1.425735325	3.692913425	3.643893523	0.994591118	5.327397266	9.519593274
"AT1G01320.3;AT1G01320.1;AT1G01320.2;AT4G28080.1"	0.527356952	0.859067737	0.768293096	0.749004794	0.402153238	0.431637974	0.669630245	0.346380575	1.591189485
"AT1G64770.2;AT1G64770.3;AT1G64770.1"	0.554787434	0.742523039	0.742176987	0.735508546	0.756490231	0.660301126	0.819257579	0.664587182	0.740967138
AT5G55480.1	0.909774295	1.386697727	1.502765566	1.351773704	1.493750959	1.428949854	1.706074858	1.293528653	1.708242364
