Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
"AT1G15690.2;AT1G15690.1"	1241181.572	1160508.733	989468.386	987857.0661	749982.7854	826192.8892	961343.8702	777748.4047
"AT2G17420.1;AT2G17420.2"	1623030.7	1926167.666	1905953.332	1293308.329	1881829.889	1064527.673	1253754.928	1418551.073
"AT3G01390.4;AT3G01390.2;AT3G01390.1;AT3G01390.3"	1340626.544	1369909.616	1414146.792	1798440.225	1393021.672	1405047.634	1240910.155	1759622.161
"AT4G05180.2;AT4G05180.1"	14394554.01	11557072.79	10214021.92	11713185.85	7445652.839	9273448.946	7023534.337	12859466.92
"AT3G54890.2;AT3G54890.4;AT3G54890.1;AT3G54890.3"	8075515.596	10460722.88	6952973.632	7208245.363	9481214.187	7731798.734	12041590.48	8843126.262
"AT4G36195.2;AT4G36195.3;AT4G36195.1"	285287.5527	209996.1529	257568.3848	349255.7217	393491.1845	284595.2087	415927.8246	338282.8267
"AT1G65960.4;AT1G65960.3;AT1G65960.2;AT1G65960.1"	1722220.689	1783992.511	1247168.22	1333585.649	828293.3452	1559105.598	1156354.929	1513776.708
"AT1G02930.2;AT1G02930.1"	722346.4949	858829.4357	692412.8924	980894.6233	1011923.973	835834.9522	1085759.472	666951.4453
"AT1G43170.1;AT1G43170.6;AT1G43170.2;AT1G43170.3;AT1G43170.9;AT1G43170.4;AT1G43170.8;AT1G43170.7;AT1G43170.5"	4272903.535	4589221.147	3054987.833	2977642.021	2009772.021	3092544.46	2812552.518	2840927.726
"AT2G05990.1;AT2G05990.2"	1709513.267	1630298.982	1309262.49	1206342.734	906908.1414	1209007.723	1011366.186	1250202.118
"AT3G12490.1;AT3G12490.2"	925470.5988	830151.2865	531071.4947	646979.8442	581305.5325	532363.4749	772128.4286	561898.0977
"AT4G02510.1;AT4G02510.4;AT4G02510.3;AT4G02510.2"	704586.8524	648755.6174	450150.3982	439104.5301	273108.7608	414519.7343	370002.1803	362625.9089
"AT2G30860.2;AT2G30860.1"	9410971.71	8678860.498	6571203.359	9408258.353	5931481.424	7942211.389	7811666.413	12464074.29
"AT3G06650.1;AT3G06650.2"	675331.1997	716018.5495	494337.1531	671264.5194	217047.4157	343276.4564	247723.7015	493327.3992
"AT5G35360.3;AT5G35360.1;AT5G35360.2"	1840209.762	2038151.597	1372860.327	1859709.107	1024120.348	1243826.92	1277661.262	1424912.276
"AT5G17170.2;AT5G17170.1"	1915428.755	2346995.586	1409045.972	2869744.612	1131807.539	981839.6567	1527250.099	1275777.236
"AT1G03630.1;AT1G03630.2"	1514676.028	1655838.296	1053592.435	1165879.261	713263.6104	903050.9743	762160.8416	1.5112E+12
"AT1G03860.2;AT1G03860.3;AT1G03860.1"	286901.24	393081.9254	220334.4491	395783.1703	227177.8132	368994.8543	281186.6804	336874.2379
"AT1G53280.2;AT1G53280.1"	243505.3891	530599.9854	2858734.388	332057.5696	244385.9914	4404873.089	326244.7059	309724.605
"AT5G14910.1;AT5G14910.2"	3642797.08	4423484.727	2189400.283	2260033.625	1646194.813	1707930.222	2329952.143	2301412.181
"AT1G48830.1;AT1G48830.2"	1850988.826	1830160.053	1383436.007	1355685.8	987292.024	1205070.92	1545382.861	1626136.868
"AT4G01150.2;AT4G01150.1"	1819410.257	1931186.956	1180607.341	1832897.43	768014.6599	942129.3458	965376.5469	1222256.103
"AT5G46290.3;AT5G46290.2;AT5G46290.1"	3433394.056	3513692.053	2373570.784	2860789.941	1709198.96	2694513.586	2665619.665	2258270.442
"AT4G11820.2;AT4G11820.3;AT4G11820.1"	653323.6368	892020.7535	295025.8162	549977.3859	422819.528	752034.868	387474.3091	890200.381
"AT3G56190.1;AT3G56190.2"	680754.3442	835309.8584	616156.4735	840849.8662	493153.1817	633295.1577	658892.213	767947.8928
"AT5G20830.1;AT5G20830.2;AT5G20830.3"	195769.5411	413379.2155	207433.5948	226399.345	1493792.848	222818.8652	1326936.835	211928.7797
"AT3G14990.1;AT3G14990.3;AT3G14990.2"	899978.2059	299083.6877	611205.8008	1320723.511	519864.479	959213.1964	954531.604	1738238.753
"AT3G23490.3;AT3G23490.2;AT3G23490.1"	807681.0514	1057551.491	604766.4397	714716.0257	576472.8348	1409056.832	659906.2757	850397.203
"AT1G53310.2;AT1G53310.1;AT1G53310.3"	381253.9009	532542.9573	309987.8947	541618.2789	295136.295	226875.6024	324254.3031	592384.7014
"AT1G15140.1;AT1G15140.2;AT1G15140.3"	1927333.741	1929381.125	1187105.324	1366256.881	820000.1312	929391.4171	1013187.689	1.24875E+11
"AT3G55410.2;AT3G55410.1"	707984.0718	704316.1749	399033.4274	617626.0614	276202.3418	580562.2747	432236.7722	677248.571
"AT1G79920.1;AT1G79920.3;AT1G79920.2;AT1G79920.4"	1201607.674	648291.5789	595541.1464	675133.9709	1840662.255	278150.794	967360.7086	1863555.373
"AT1G76140.2;AT1G76140.1"	497029.7283	558956.3577	460499.4444	360645.8337	1080831.241	400543.6824	863777.0437	1.20E+68
"AT2G34480.1;AT2G34480.2"	1419895.454	2336090.569	679070.7746	1387444.63	1552351.134	960876.8265	2503886.272	2.05664E+11
"AT3G01480.1;AT3G01480.2"	1915808.16	2028729.875	1143772.008	1623087.905	1040218.64	1275014.908	1377007.357	1918355.399
"AT1G48850.1;AT1G48850.3;AT1G48850.2"	743048.2389	1737014.25	1132598.978	9968754097	1.49902E+11	12763538805	1317405.138	1957666.143
"AT5G43940.2;AT5G43940.1"	1880751.332	2505718.902	1356701.886	3150859.287	995986.405	1869897.054	1600201.636	2659687.653
"AT4G39330.1;AT4G39330.2"	1562802.567	1240219.024	1101759.311	1451758.32	1058564.452	1142569.576	1476572.731	1036033.82
"AT2G38040.2;AT2G38040.1"	884496.6157	694963.3825	540151.628	592978.9886	354610.5842	489253.2055	479096.887	492822.1018
"AT5G53490.1;AT5G53490.3;AT5G53490.2;AT5G53490.4"	3106090.17	4133242.859	2907629.224	3600957.766	1659097.908	2854954.11	2498390.662	2965677.923
"AT1G29670.1;AT1G29670.2"	1431326.744	1269144.642	641651.0716	838581.4191	468462.1477	644550.8802	667167.4538	1014863.081
"AT3G58510.1;AT3G58510.3;AT3G58510.2"	571600.5934	677088.8259	427034.147	435545.2146	325590.9181	368997.9543	365340.9147	440301.637
"AT5G23060.2;AT5G23060.1"	2613896.688	2377950.992	2144322.448	2448730.869	1728631.187	1966458.925	2115000.608	2535564.72
"AT3G04870.3;AT3G04870.1;AT3G04870.4;AT3G04870.2"	902845.6243	1079990.663	831443.2043	809182.7898	405516.4582	752746.6052	716225.8719	820243.4837
"AT2G47730.2;AT2G47730.1"	2926443.581	3897564.738	2595027.966	6018877.194	2735192.643	3236585.653	3276627.212	4415780.558
"AT5G48790.1;AT5G48790.3;AT5G48790.2"	849378.5357	8.49852E+12	705536.9897	784307.4321	689214.7893	692040.4408	909900.8812	868289.7381
"AT1G68010.3;AT1G68010.2;AT1G68010.1"	4618929.767	5218072.16	4086691.192	4420096.97	3163998.94	4376864.268	4147034.463	3989085.298
"AT3G52880.2;AT3G52880.1"	2140849.432	2341765.279	1527818.923	2676938.688	1229678.09	1719962.202	1443851.673	1776621.082
"AT3G23400.2;AT3G23400.4;AT3G23400.3;AT3G23400.1"	3183602.126	3272607.68	2861162.293	3767074.147	2258949.706	3410489.756	3329191.312	4785381.097
"AT1G16470.2;AT1G16470.1"	301646.2464	321121.2033	585595.3887	393603.7371	329305.7664	346926.324	343294.1047	284112.3446
"AT1G69740.1;AT1G69740.3;AT1G69740.2"	1351552.699	1616411.935	831119.062	704155.8774	609496.4364	712628.758	670573.9127	765789.8325
"AT5G15090.2;AT5G15090.1"	1491185.265	1657409.266	1383676.057	1637032.481	1164740.359	1280641.417	1496505.013	1561338.484
"AT5G41670.1;AT5G41670.4;AT5G41670.3;AT5G41670.2"	604329.9729	624882.3684	487298.039	488560.4345	369143.0061	475835.7429	583524.9587	658269.5293
"AT3G59760.3;AT3G59760.1;AT3G59760.2"	449169.5111	456072.3711	5.80329E+12	448892.7597	255521.0925	370868.8048	331870.6397	550073.5229
"AT5G26742.3;AT5G26742.2;AT5G26742.1"	1465603.474	1401523.133	733018.9894	665386.3162	456307.2371	536795.9449	849455.957	743599.9612
"AT3G13235.2;AT3G13235.3;AT3G13235.1"	566735.5534	489446.3352	383208.8805	353640.0484	229478.7996	427518.8933	383642.6215	429858.5371
"AT1G09640.2;AT1G09640.1"	1131244.93	1662230.681	895174.6069	1668409.768	1216243.999	1100210.493	1626670.942	1595147.253
"AT3G44620.2;AT3G44620.1"	597695.4238	620934.5625	499278.6014	576614.2073	344223.8221	461390.0347	404606.2332	433084.9397
"AT3G10740.4;AT3G10740.1;AT3G10740.2;AT3G10740.3"	484054.2384	576224.8674	572181.5332	888286.7594	700272.802	667243.4821	678664.3187	658133.693
"AT4G14210.1;AT4G14210.3;AT4G14210.2"	707106.5315	611797.2434	595775.5269	465173.0127	318095.4063	471426.9525	438686.2241	427282.1438
"AT1G01790.2;AT1G01790.1"	1768742.011	1936333.946	2273399.879	1602352.355	1188790.094	1463664.101	1466447.336	2162217.547
"AT3G26060.2;AT3G26060.1;AT3G26060.3"	4059829.716	2640420.753	2081573.274	2635771.639	1437018.81	1890268.022	1246841.496	2085827.302
"AT3G59970.2;AT3G59970.1;AT3G59970.3"	1259125.842	1101220.548	815331.4356	1031501.633	509772.9451	659984.65	534986.9653	805688.2278
"AT2G32060.3;AT2G32060.1;AT2G32060.2"	2929187.385	3275670.445	1961025.8	2367450.831	1238574.048	1455019.035	1566296.393	2092890.963
"AT2G21250.2;AT2G21250.1"	482463.1294	864819.8946	471779.4362	744882.2496	483847.4142	522345.9362	758791.5794	688163.1599
"AT5G23120.2;AT5G23120.1"	2727284.004	2372367.2	2090837.749	2200790.437	1458126.147	1749582.214	1708621.06	1717720.867
"AT1G28290.2;AT1G28290.1"	1.67791E+11	1877878.102	2.06E+120	1459400.761	878275.8657	2499708.049	1014533.673	1194851.07
"AT2G27710.4;AT2G27710.1;AT2G27710.2;AT2G27710.3"	4789100.381	5545549.054	3245652.436	2987753.179	1621140.802	2801475.106	1753693.4	3138355.031
"AT2G21870.2;AT2G21870.1"	2133029.698	2224969.205	1780314.293	1963357.057	1154456.327	1580253.204	1864909.96	1800111.997
"AT3G54050.2;AT3G54050.1"	6142724.287	5493774.392	4390737.456	4171170.633	2719671.517	3643019.246	3510216.038	3648184.339
"AT1G78680.1;AT1G78680.2"	360790.4148	540969.463	419265.7571	24965656532	417719.2902	531897.6915	563177.9568	638796.278
"AT5G45280.1;AT5G45280.2"	776183.7381	846657.7068	515105.5172	776164.166	452720.9455	698825.1953	611434.0835	871557.3619
"AT2G44100.2;AT2G44100.1"	610560.364	531225.927	480519.9992	677212.2731	540288.1827	463420.3717	614725.5206	610383.3177
"AT2G29630.3;AT2G29630.1;AT2G29630.4;AT2G29630.2"	338048.7725	315401.22	213632.4255	203695.8126	82337.54028	143231.7432	161537.3139	216311.2834
"AT3G29360.1;AT3G29360.2"	917743.9759	835929.1952	545220.658	589572.6888	417987.144	431531.0424	594819.3437	564648.1313
"AT1G51980.1;AT1G51980.2"	920441.2477	1136768.537	600077.2099	861282.0953	590374.7243	890100.8337	970067.582	1252259.983
"AT1G10840.2;AT1G10840.1"	1178723.013	1173332.576	773269.591	836478.7623	516127.3677	1052933.419	712680.9828	535927.0491
"AT3G29185.2;AT3G29185.1"	432316.2721	468330.6105	366213.2196	420320.9115	251491.2079	306036.6685	316215.1681	348937.7504
"AT1G70410.1;AT1G70410.2;AT1G70410.3"	653356.942	1138746.849	631979.365	1337312.91	662877.6604	705720.1299	726976.5689	1054245.603
"AT2G43750.1;AT2G43750.2"	2459601.278	2503955.314	1762151.127	2295230.867	1438516.752	1599994.98	2006935.255	1681318.647
"AT1G15930.1;AT1G15930.2"	6800530.554	6275946.224	6510662.579	6452577.891	771832.0874	4091062.79	920874.0955	1067784.878
"AT5G27560.1;AT5G27560.4;AT5G27560.2;AT5G27560.3"	588974.9091	1685403.157	6181388.694	860074.6309	1977994.366	9843903.12	8.41125E+11	106150.5616
"AT4G01850.2;AT4G01850.1"	1314015.392	2246158.654	784438.9495	2187027.703	672212.7477	608894.5956	1524667.73	2014678.741
"AT2G44920.2;AT2G44920.1"	930707.383	1757506.766	690830.7086	1693512.896	546725.0345	906692.5843	718563.1597	1354245.242
"AT1G65260.1;AT1G65260.2"	882564.4009	782689.75	738812.6753	697673.2044	431343.1205	486111.4008	516806.3122	568814.0491
"AT2G30950.4;AT2G30950.3;AT2G30950.2;AT2G30950.1"	1752597.228	1501931.082	1124875.502	1073105.682	784831.4843	785485.2965	1030491.735	1183970.107
"AT3G23600.1;AT3G23600.2"	985115.8776	1036845.038	788385.4489	1245371.001	693904.8605	829402.7691	1400681.182	1422351.329
"AT5G61410.1;AT5G61410.2"	4275504.14	4724165.452	3422883.664	3252782.698	2621912.77	3292560.472	4032102.542	3497125.287
"AT1G27970.2;AT1G27970.1"	915019.1721	1127045.953	896107.1074	1297643.872	982098.7996	843516.4113	786410.4582	966114.3923
"AT5G13120.1;AT5G13120.2"	2539039.696	3016199.541	2154239.86	2771838.825	1576943.183	2044679.099	2186117.545	2477713.856
"AT2G19480.2;AT2G19480.3;AT2G19480.1"	914147.9461	1456372.703	941300.7533	1122793.565	847666.5128	986693.2928	1398567.518	1001761.639
"AT3G08580.2;AT3G08580.1"	5196019.107	6513495.597	3773803.513	4337161.707	2861190.766	3721909.538	4130116.839	4653570.87
"AT4G24830.1;AT4G24830.2"	1337076.163	1320647.794	972940.8703	878975.5501	822767.603	1086719.304	974197.6932	1070954.803
"AT1G22700.3;AT1G22700.2;AT1G22700.1"	634499.0091	1432636.725	658162.4899	1133376.791	248566.5264	984433.9096	339989.9916	1433892.353
"AT4G24620.1;AT4G24620.2"	667376.936	1087697.885	595049.4765	998024.9739	896369.517	862476.0491	1002574.282	1052340.156
"AT1G70730.2;AT1G70730.1;AT1G70730.3"	1096910.633	1331272.64	833696.3146	1315599.11	713175.8395	883090.0777	916392.1899	1111864.257
"AT5G57290.1;AT5G57290.2;AT5G57290.3"	3398255.79	3163166.47	1666436.777	2178601.012	1250742.844	1427731.387	1544466.578	1823019.045
"AT3G57260.1;AT3G57260.2"	118482.9403	73335.27836	87065.79548	294372.0229	252079.3451	361528.6172	615110.4941	1357731.367
"AT3G53560.2;AT3G53560.1"	1.86815E+11	532275.1338	15496150108	311019.7543	183388.402	548839.6003	408408.6568	668914.9962
"AT3G14415.3;AT3G14415.2;AT3G14415.1"	3359707.705	4380457.529	2685717.675	4240405.879	2972574.498	2618638.6	3998311.539	3945874.747
"AT4G21150.2;AT4G21150.1;AT4G21150.3"	672445.1501	818314.3436	610945.4296	761776.3541	446854.0559	564116.4165	684145.6861	749002.6347
"AT4G12420.2;AT4G12420.1"	1423307.951	712395.5708	1107498.537	1107240.542	787954.5687	958319.6115	771923.9766	1137766.056
"AT1G13060.1;AT1G13060.3;AT1G13060.2"	1446604.942	1331169.981	1318730.817	1000976.268	939610.2889	1111489.773	1262312.341	1275030.242
"AT3G11180.1;AT3G11180.2"	5760970.357	5240307.367	4090522.911	4518466.945	5497086.844	1572942.539	6838551.583	7001768.088
"AT2G19730.3;AT2G19730.1;AT2G19730.2"	2216874.802	2458821.111	1608764.444	1590055.283	1040132.189	1450118.342	1316999.144	1868225.076
"AT3G49470.2;AT3G49470.1"	2089761.673	2118892.834	1498790.25	1969220.562	1439441.395	1365089.738	1627721.858	2029266.587
"AT3G17020.2;AT3G17020.1"	1004263.966	1202451.945	1036803.997	1840802.75	1735732.516	1375191.939	1946764.913	2054988.079
"AT5G66190.2;AT5G66190.1"	6243061.844	6962277.254	5142445.653	5729286.168	3571468.829	4453671.174	4856225.23	4966331.116
"AT3G20390.2;AT3G20390.1"	2181978.153	2443356.468	1716955.173	2222170.673	1345863.853	1630131.551	1694370.451	2194612.008
"AT5G38660.2;AT5G38660.1"	1431586.613	1320577.841	926581.8621	1031227.254	553044.1272	758998.3248	1159788.957	994471.7246
"AT3G09200.1;AT3G09200.2"	2443367.411	2700930.046	1156178.706	1733876.354	1193372.864	1098046.346	1410730.008	1221847.181
"AT1G67700.2;AT1G67700.4;AT1G67700.3;AT1G67700.5;AT1G67700.1"	956868.6244	1260153.203	707009.7301	665866.3981	691160.6517	494152.9704	865130.3192	871194.5143
"AT1G22300.3;AT1G22300.1;AT1G22300.2"	1525368.144	905979.6709	870976.3975	1455304.905	617898.8036	1108375.49	644610.9634	766922.2341
"AT1G06190.4;AT1G06190.1;AT1G06190.2;AT1G06190.3;AT1G06190.5"	244605.9628	313590.993	106427.0005	187114.8799	110352.2112	99306.5375	157756.5906	206715.6294
"AT1G52400.3;AT1G52400.1;AT1G52400.2"	2813385.336	3031382.476	2875247.696	3896819.17	3200636.872	4769472.663	4452671.784	7056988.19
"AT4G29410.1;AT4G29410.2"	847928.0412	1339216.671	578170.0461	729630.1758	476207.5067	609142.6258	630807.4717	771484.0882
"AT5G64940.1;AT5G64940.2"	511060.8197	1109138.728	285484.7109	738591.2081	775824.7952	426106.7675	4096843.785	768157.8345
"AT5G22800.2;AT5G22800.1"	469553.9704	636468.2132	404000.0071	699270.2897	373619.5416	384413.4193	433758.7066	605709.5795
"AT1G16720.2;AT1G16720.3;AT1G16720.1"	1059228.859	1687164.575	757937.6806	3500037.15	371825.1058	524098.2674	564209.7548	476202.6063
"AT2G20610.2;AT2G20610.1"	2389550.472	6187233.174	3854822.377	3657570.779	3.2569E+11	4267699.743	4832371.509	4462898.976
"AT5G14320.1;AT5G14320.2"	1982951.474	2158859.927	1415516.524	1357274.378	668555.6416	1245681.734	854538.295	1223332.605
"AT4G39960.2;AT4G39960.1"	622152.2773	688400.2603	207861.7578	487436.2063	244622.8499	6.9431E+14	282837.1626	300339.0515
"AT4G35100.1;AT4G35100.2"	5160441.773	6162492.629	5450592.277	8368858.544	5506439.409	5908618.016	4942812.841	5143501.488
"AT4G02530.2;AT4G02530.3;AT4G02530.1"	2867536.767	2500395.54	1889804.819	2384026.153	1283183.493	1639437.363	1955920.619	2355582.128
"AT5G05010.2;AT5G05010.1"	824305.202	1006749.047	638889.5032	868603.8279	713425.068	618647.9207	1032470.628	954448.5527
"AT1G79870.1;AT1G79870.2"	834384.3975	625034.6188	4.10022E+11	874718.864	355466.7084	550848.8375	408633.0967	491016.8752
"AT4G12800.2;AT4G12800.1"	17060930.93	10762436.22	9189737.497	11440688.67	6368549.461	9794512.924	8445807.939	14218472.59
"AT1G27450.3;AT1G27450.2;AT1G27450.1;AT1G27450.4"	2089879.019	1680554.834	1372121.706	1479694.97	1087060.795	1129180.629	1308430.693	1397259.354
"AT1G01080.2;AT1G01080.3;AT1G01080.1"	1190101.531	1318005.209	823813.4323	733166.3624	514725.7052	891576.2183	726547.7331	752470.0051
"AT2G45960.2;AT2G45960.1;AT2G45960.3"	6578718.381	5751605.382	4920854.906	6746873.518	3818846.455	5656464.878	3766613.49	5381494.511
"AT2G17840.1;AT2G17840.2"	261814.8701	379937.8179	205847.705	270110.4189	234096.1352	357004.518	374277.2631	490608.7045
"AT1G08550.2;AT1G08550.1;AT1G08550.3"	1004908.052	939402.8056	795728.474	783830.4002	450085.7143	660151.9299	614694.2595	566728.7708
"AT5G14780.2;AT5G14780.3;AT5G14780.1"	589536.1735	809639.2795	743743.6853	1377691.216	740450.9477	1481804.337	1133088.505	1547448.299
"AT1G15340.2;AT1G15340.1"	422270.1835	416081.1976	288137.7108	537747.2667	350226.3406	268945.2185	264014.6416	383985.2579
"AT1G17650.2;AT1G17650.1"	762814.5107	967299.6686	678041.9172	808317.3368	404913.2458	565332.1732	459608.6478	678048.5878
"AT2G24020.1;AT2G24020.2"	1365136.57	1218911.213	1034025.445	1066152.188	740780.9231	1028843.728	1199801.149	963971.3061
"AT3G49680.2;AT3G49680.1"	572669.0663	967073.4062	428029.7829	679360.7144	337318.5202	445209.4404	525498.2533	519105.599
"AT1G09340.2;AT1G09340.1"	10245673.09	9372531.724	7890526.489	8193419.964	4511584.74	6587125.041	6674251.674	7822944.466
"AT2G43710.2;AT2G43710.1"	944875.2565	1001464.437	703699.7207	844702.3096	568688.5889	747537.8387	829586.7662	651379.2309
"AT5G12860.1;AT5G12860.2"	2225947.368	3386097.382	1658695.687	2896625.437	1557148.523	1733127.484	2107346.005	2510346.134
"AT1G52510.2;AT1G52510.1"	1035992.392	1335884.663	777125.8027	1045952.976	530518.1819	711836.047	762448.6788	890412.256
"AT4G09000.1;AT4G09000.2"	3976486.127	3400037.571	2517702.042	3446935.161	2472599.221	3003776.724	3017037.129	3571947.728
"AT3G61430.1;AT3G61430.2"	1367531.856	840111.5866	839128.807	1210669.924	733029.7905	1068253.906	606509.8609	924232.7781
"AT4G03520.2;AT4G03520.1"	1939146.881	2367930.452	1458037.178	2501133.478	1543469.49	1791028.158	2272100.084	1778684.596
"AT3G60820.2;AT3G60820.1;AT3G60820.3"	809948.6677	816775.3923	534736.454	711951.9482	379290.5646	564603.784	554970.3714	692989.7393
"AT3G08030.2;AT3G08030.1"	2147990.88	1501661.28	1057843.699	1098876.717	632491.0925	876187.7887	792084.328	1183863.779
"AT5G13450.1;AT5G13450.2"	1713612.779	1113315.632	1216285.303	1039539.383	4306487.38	830355.6493	6332921.823	1276685.395
"AT3G15950.1;AT3G15950.4;AT3G15950.2;AT3G15950.3;AT3G15950.5"	1820148.083	1554615.752	1315488.812	1337271.782	1410375.585	1357253.04	1385343.109	1154130.838
"AT5G14260.1;AT5G14260.3;AT5G14260.2;AT5G14260.4"	1107518.623	1238226.498	858834.8844	840175.1941	639094	668642.0914	785736.536	826684.0317
"AT5G60600.3;AT5G60600.5;AT5G60600.4;AT5G60600.1;AT5G60600.2"	976355.7134	1181388.744	662901.5122	961338.0442	572176.479	645460.7988	796379.5025	702237.7453
"AT2G21660.1;AT2G21660.2"	3621962.623	3019604.919	1164537.127	632856.2886	441032.0506	641311.1387	2000069.749	2673233.291
"AT1G44575.2;AT1G44575.3;AT1G44575.1"	7678080.28	7094525.968	6616966.191	8875853.729	5190781.89	5954794.288	6890790.833	7118698.684
"AT3G09630.1;AT3G09630.2"	2493652.235	3299334.541	1826825.475	2374631.713	1416669.541	1657293.51	1596169.065	2278383.429
"AT3G56940.1;AT3G56940.2"	2820080.42	3241825.576	1735792.55	1666072.874	1042932.23	1393838.509	1596723.002	1586780.573
"AT2G47470.2;AT2G47470.1;AT2G47470.4;AT2G47470.3"	998224.97	1212724.254	762442.3879	1095325.583	752499.9582	921695.4887	1120455.619	1083268.612
"AT1G35160.1;AT1G35160.2"	1664614.552	1620031.315	1266669.947	1949226.944	1076455.259	1453321.649	1314180.64	1761652.422
"AT5G41520.2;AT5G41520.1"	2047555.322	960717.5136	718389.375	496077.779	355091.4425	737281.6065	537462.9387	913331.82
"AT5G16660.1;AT5G16660.2"	734337.3125	842054.0788	554527.0631	960842.0029	524652.4367	631149.5733	627950.4572	729555.0215
"AT1G49760.2;AT1G49760.1"	912640.2334	947962.4357	591981.7739	483634.1705	438444.2677	712811.1445	509911.9454	620898.2516
"AT5G63680.2;AT5G63680.1;AT5G63680.3"	330740.5013	352158.6428	265621.9897	1719963.879	6.22456E+12	27681879316	10360363811	508646.9242
"AT4G24190.1;AT4G24190.2"	841235.5717	1094521.17	933878.7268	1276068.714	686550.8524	795571.0853	1015575.664	1006602.294
