StepN	DirN	GainBefore	GainNow
0	0	0.	0.727937
1	1	0.727937	1.038359
2	1	1.038359	1.340461
3	1	1.340461	0.783197
0	0	0.	1.038359
1	1	1.038359	0.915027
2	1	0.915027	0.865181
3	1	0.865181	0.306335
4	1	0.306335	0.608584
StepN	DirN	GainBefore	GainNow
0	0	0.	0.727937
1	1	0.727937	1.038359
2	1	1.038359	1.340461
3	1	1.340461	0.783197
0	0	0.	1.038359
1	1	1.038359	0.915027
2	1	0.915027	0.865181
3	1	0.865181	0.306335
4	1	0.306335	0.608584
