0	0	0.	1.921922
1	1	1.921922	2.724772
2	1	2.724772	2.646331
3	1	2.646331	2.389498
4	1	2.389498	2.163211
0	0	0.	2.724772
1	1	2.724772	2.438325
2	1	2.438325	2.359884
3	1	2.359884	2.103051
4	1	2.103051	1.876765
0	0	0.	2.389498
1	1	2.389498	2.381201
2	1	2.381201	2.157360
3	1	2.157360	2.151996
4	1	2.151996	2.257660
0	0	0.	2.157360
1	1	2.157360	2.139532
2	1	2.139532	2.266507
3	1	2.266507	2.098377
4	1	2.098377	1.961634
0	0	0.	1.969350
1	1	1.969350	1.975200
2	1	1.975200	2.235786
3	1	2.235786	2.373667
4	1	2.373667	2.303320
0	0	0.	1.849263
1	1	1.849263	2.037274
2	1	2.037274	2.045570
3	1	2.045570	1.877440
4	1	1.877440	1.683210
