0	0	0.	6.795883
1	1	6.795883	9.794524
2	1	9.794524	9.611159
3	1	9.611159	10.514980
4	1	10.514980	9.743948
0	0	0.	10.514980
1	1	10.514980	10.423347
2	1	10.423347	10.130468
3	1	10.130468	9.359437
4	1	9.359437	8.840127
0	0	0.	9.743948
1	1	9.743948	9.652315
2	1	9.652315	9.333009
3	1	9.333009	10.104040
4	1	10.104040	9.137512
0	0	0.	7.724152
1	1	7.724152	8.638403
2	1	8.638403	9.409435
3	1	9.409435	9.317801
4	1	9.317801	9.024923
0	0	0.	7.632518
1	1	7.632518	8.546770
2	1	8.546770	8.253891
3	1	8.253891	8.320203
4	1	8.320203	9.091235
0	0	0.	7.988829
1	1	7.988829	8.759860
2	1	8.759860	9.147982
3	1	9.147982	9.239616
4	1	9.239616	9.003991
0	0	0.	7.492127
1	1	7.492127	8.263159
2	1	8.263159	8.821100
3	1	8.821100	9.926645
4	1	9.926645	9.407336
