0	0	0.	9.482154
1	1	9.482154	26.950727
2	1	26.950727	32.272128
3	1	32.272128	32.187006
4	1	32.187006	30.806418
0	0	0.	11.938269
1	1	11.938269	25.422688
2	1	25.422688	28.309866
3	1	28.309866	29.722154
4	1	29.722154	29.658183
0	0	0.	32.272128
1	1	32.272128	30.891539
2	1	30.891539	29.954806
3	1	29.954806	27.998369
4	1	27.998369	25.148029
0	0	0.	30.891539
1	1	30.891539	29.551902
2	1	29.551902	29.502617
3	1	29.502617	29.417495
4	1	29.417495	27.319388
0	0	0.	30.806418
1	1	30.806418	29.466780
2	1	29.466780	27.001928
3	1	27.001928	26.952643
4	1	26.952643	28.341565
