0	0	0.	7.313146
1	1	7.313146	13.989707
2	1	13.989707	15.094092
3	1	15.094092	15.613189
4	1	15.613189	14.784687
0	0	0.	9.457256
1	1	9.457256	11.688308
2	1	11.688308	12.207405
3	1	12.207405	12.512473
4	1	12.512473	13.591334
0	0	0.	15.094092
1	1	15.094092	14.761469
2	1	14.761469	14.005661
3	1	14.005661	13.177159
4	1	13.177159	14.265590
0	0	0.	15.613189
1	1	15.613189	14.161362
2	1	14.161362	13.672645
3	1	13.672645	13.153548
4	1	13.153548	12.057339
0	0	0.	14.161362
1	1	14.161362	13.664688
2	1	13.664688	13.145591
3	1	13.145591	12.049382
4	1	12.049382	11.489525
