"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",25.0982437973305,-0.798240163594567,0.408317369040706,-1.95495030120795,0.0505889365777605,0.11527041818431
"AT1G01020",71.241012442564,-0.032940075477055,0.28751090234367,-0.114569830947422,0.908786093623558,0.944644731507084
"AT1G01030",26.169600344891,0.0892854572918193,0.389861721007927,0.229018271044886,0.818854715250046,0.888423217661569
"AT1G01040",229.767916404392,-0.0612856847286953,0.194729465413642,-0.31472219470491,0.752972591048483,0.841783369627578
"AT1G01050",277.734353415666,-0.275958536649058,0.172701353455053,-1.59789446421957,0.110066466298964,0.21398409475686
"AT1G01060",1211.03278217345,0.929322215417093,0.148693686955294,6.24991036570708,4.10688310285373e-10,5.08627899448635e-09
"AT1G01070",25.4747259311684,-0.112037436022793,0.409910889901597,-0.273321443228036,0.784606133343756,0.864290187883544
"AT1G01080",263.610146984131,0.524011029632127,0.171999488779734,3.04658480876758,0.00231457174269015,0.00854186112514609
"AT1G01090",627.003141395519,0.0920544243723504,0.160976432911258,0.571850318133818,0.567423384642647,0.700945699202934
"AT1G01100",799.733035179114,-0.592089000101365,0.157915990870675,-3.74939229926535,0.000177263604357931,0.000882667926451769
"AT1G01110",12.3352360673218,1.01632712143437,0.54637386937543,1.86013127347425,0.0628669555543689,0.137707178686158
"AT1G01120",681.894917134619,0.735507138708553,0.160288198284531,4.58865435247414,4.46112386986934e-06,3.04765369190422e-05
"AT1G01130",17.5242738984679,-0.79236704621803,0.493804468907147,-1.60461700148571,0.108578117548785,0.21174529086075
"AT1G01140",343.375097956774,0.483356442535589,0.169311345187109,2.85483788461679,0.00430588020754644,0.0146417004641682
"AT1G01160",86.4610705032452,0.0892621643963867,0.239801519783564,0.372233522443692,0.70971898917317,0.810432229917928
"AT1G01170",193.964754944661,0.771347009826163,0.200183090721587,3.85320761631633,0.000116580456642328,0.000604104553073515
"AT1G01180",51.2822305133893,1.8906402673989,0.321598129434465,5.87889074704391,4.13024849431516e-09,4.52934576161468e-08
"AT1G01190",16.5067456261366,1.308573784013,0.469827046937845,2.78522446194145,0.00534906802338022,0.0176666294969353
"AT1G01200",13.4449526856163,-0.0889263306309492,0.519807834652477,-0.171075394987845,0.864164482600395,0.917851675898426
"AT1G01210",94.5400413211286,-0.906376399996242,0.253598875848098,-3.57405527514699,0.000351494676939455,0.00160530087080678
"AT1G01220",143.337407648071,0.303908601630329,0.1982010390753,1.53333505741546,0.125193321001214,0.236494383647961
"AT1G01225",15.4752327355641,0.353732904328729,0.490474544313965,0.721205429373508,0.470783131815853,0.61893855386566
"AT1G01230",143.070661745538,-0.135458124295011,0.198631995466797,-0.681955210572576,0.495267272724757,0.640151531428381
"AT1G01240",92.6128935979113,2.51664492584938,0.260421180009938,9.66374903052563,4.29839165513097e-22,1.7140859069573e-20
"AT1G01250",38.7135685749993,-0.0341180397318793,0.350643050545379,-0.0973013430005621,0.922487089502892,0.95256306903163
"AT1G01260",116.330327050823,0.3184967375732,0.22963342316927,1.38697900844524,0.165448163863367,0.291217176818854
"AT1G01290",37.9757871900125,0.383686226279912,0.341796358187653,1.12255797081741,0.261625273918512,0.407092552107818
"AT1G01300",234.350214208091,-0.710250340238128,0.192407098927011,-3.69139363463693,0.00022302866261462,0.00107782901210273
"AT1G01320",2842.95820785519,0.224135551202732,0.119617915252972,1.87376239360736,0.060963181855214,0.134379751800052
"AT1G01340",17.2913464911768,0.0313572687234132,0.442233351169752,0.0709066121776435,0.943472080867404,0.965639502377827
"AT1G01350",90.042944019022,-0.511123937996948,0.238055128673468,-2.14708223614051,0.0317867352451177,0.0790862098956757
"AT1G01360",46.950509731068,1.66081279391769,0.31838570606839,5.21635476173338,1.82478531775131e-07,1.59126678980237e-06
"AT1G01370",18.4367431197173,-0.73611674972689,0.43413226440052,-1.69560479625575,0.0899607488600319,0.182967397562856
"AT1G01390",38.9943760992455,-0.402367313263775,0.341604221067159,-1.17787570659049,0.238846161312063,0.380821326683697
"AT1G01420",99.0213963022359,-0.967705122730918,0.23015160780414,-4.20464202689576,2.61495694012685e-05,0.000155594062475308
"AT1G01430",364.726192375953,1.36630719830268,0.168273386485443,8.11956796519861,4.67846127692124e-16,1.09349611654632e-14
"AT1G01440",106.44987141708,0.484030987412585,0.223836052048961,2.16243533149302,0.0305846366921783,0.0765711995338289
