"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",29.610585335364,-0.884179085427076,0.354560639117355,-2.49373164383998,0.0126408073033309,0.0597421466688616
"AT1G01020",72.0359666527719,0.151523068826074,0.255959285961913,0.591981135814781,0.553863220572489,0.748898599406146
"AT1G01030",27.3343817899498,-0.201968851204015,0.371299379513739,-0.54395149129664,0.586474854188145,0.7709969286086
"AT1G01040",240.101652667543,0.0546467540439879,0.222667152979655,0.245419018084724,0.806132004903961,0.907181067746466
"AT1G01050",182.301826364227,-0.20035235243975,0.178071031908245,-1.12512602579282,0.260535634214825,0.485547192230021
"AT1G01060",171.935397059768,0.628529438677479,0.225455736881195,2.78781745531135,0.00530644352170343,0.0310278365220494
"AT1G01070",16.0678136642702,0.53060569582601,0.420291121240478,1.26247181777227,0.206779060993183,0.421286092941609
"AT1G01080",235.173199747392,0.0902625056299631,0.173501105389273,0.520241674699693,0.602895142032623,0.782925019372807
"AT1G01090",461.160956599107,0.103101057171769,0.14128420518961,0.72974227397467,0.465547735695656,0.678437523706845
"AT1G01100",439.934949461131,0.470241977439383,0.221312666314518,2.12478564950773,0.0336045027982848,0.121041078070628
"AT1G01110",17.7305551010349,0.221241830023508,0.391590589509766,0.564982499453016,0.572085667688925,0.761247256715944
"AT1G01120",536.601879405593,-0.144851722518997,0.232217163671165,-0.623776986287358,0.532774055486147,0.733179107154582
"AT1G01130",11.9419214285125,0.321402653137256,0.438373243603469,0.733171236673333,0.463453996152358,0.67654742476788
"AT1G01140",445.276429075326,0.819708658211922,0.187289151076191,4.37670123176787,1.20488951455591e-05,0.000225686455050185
"AT1G01160",108.151543050485,0.0807776997183183,0.232243531141324,0.347814638028233,0.727979395697776,0.863586209554744
"AT1G01170",229.279265241707,-0.0161835904471019,0.212364944599333,-0.0762065061050227,0.939254806620595,0.973655028499942
"AT1G01180",60.8838266795815,1.09779241251904,0.265741736543726,4.13105004429142,3.61109950345101e-05,0.000566189183990798
"AT1G01190",16.7419524067187,0.0295100233116786,0.446300376228667,0.0661214394687376,0.947281141973629,0.977581236348984
"AT1G01200",8.52116399076741,-0.491619175011824,0.465211974141141,-1.05676380303717,0.290619397928484,0.518311562379639
"AT1G01210",70.3027658957659,-0.729990643140931,0.26916681926631,-2.71203800353523,0.00668709256417564,0.0370096829923548
