"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",28.8506632219235,-1.35165280805343,0.403639354006847,-3.34866458048713,0.00081202036549678,0.00855591084159114
"AT1G01020",71.2917588727442,-0.320045632616593,0.281349126540356,-1.13753910151445,0.255312988213227,0.515847045029102
"AT1G01030",34.1532062679638,0.0463448876602621,0.422073919445033,0.109802775118631,0.912565790128764,0.963923161681354
"AT1G01040",293.797453811354,0.116238908470133,0.25447656035723,0.456776483881103,0.647831710068105,0.82990599217146
"AT1G01050",201.23273572358,0.21464669970168,0.249782229865567,0.859335349104708,0.390155527037355,0.650868542319831
"AT1G01060",1082.32367374092,2.85462493506495,0.177132107362508,16.115796156723,1.97602509666452e-58,1.8644784799578e-54
"AT1G01070",30.6090240071497,0.438358609705233,0.377690375246205,1.16062954852763,0.245792583552097,0.506370288669392
"AT1G01080",221.421068495368,0.424040428227344,0.206434043368475,2.05412063489185,0.0399640173461997,0.162668359767249
"AT1G01090",565.9071993862,0.781783026036818,0.232383068163019,3.36419960463036,0.000767660015511135,0.00820722665303988
"AT1G01100",453.377713957988,0.839410435546917,0.278215671790036,3.0171213222683,0.00255187655813332,0.0211000064704424
"AT1G01110",29.1896816882059,-0.173406198919902,0.397537928654431,-0.436200388493344,0.662691346095837,0.837133358670507
"AT1G01120",723.577829848195,1.34948965516856,0.171041103682732,7.88985586570909,3.02535742992145e-15,6.07356596383485e-13
"AT1G01130",14.2966605921072,0.205350501284498,0.478758384279136,0.428923039319078,0.66797923295686,0.839914452633856
"AT1G01140",401.792648623528,0.485823376731,0.202165314464277,2.40309955255379,0.0162567611034601,0.0861745333661224
"AT1G01160",111.712457882301,-0.388467198882401,0.251981253843949,-1.54165118617505,0.123158379889119,0.339175819656756
"AT1G01170",209.630144542922,-0.0909496798583131,0.214300460192155,-0.424402634398275,0.671272199807837,0.841308207649179
"AT1G01180",67.5770242386572,1.12254983442917,0.335328342982227,3.34761393697242,0.000815104740348603,0.00858072773244798
"AT1G01190",24.7496657601878,-0.0544678379787006,0.406348208735923,-0.134042274108062,0.893369146142977,0.955387575476828
"AT1G01200",12.6510854340983,0.282486791368849,0.477467524018776,0.591635613227048,0.554094620635267,0.772576636129293
"AT1G01210",60.4519371357989,-0.199615718619345,0.326701541657635,-0.611003295566113,0.54119739857067,0.764265260146039
"AT1G01220",148.929681215885,0.337129488551764,0.242307076064914,1.39133158645952,0.164124899776218,0.401075627425439
"AT1G01225",18.7891172823293,-0.0175367497494326,0.444958454992153,-0.0394121059004078,0.968561828296475,0.987172659362982
"AT1G01230",139.840158716358,0.575477378471881,0.264470914884997,2.17595715098623,0.0295584647179967,0.131804770248893
"AT1G01240",130.807532327035,0.972509513915392,0.250900918081525,3.87606996957817,0.000106157169098443,0.001587394562644
"AT1G01250",28.3784697207056,1.37884572130889,0.406490212087228,3.39207607048852,0.000693651792774203,0.00753592572334023
"AT1G01260",128.977588146426,0.183913160789489,0.231182060915576,0.795533875167983,0.426303013939687,0.680235360941623
"AT1G01290",53.8788264537654,-0.483873486771151,0.346372278713944,-1.39697520993233,0.162421025967445,0.399226528677227
"AT1G01300",197.747401784846,0.294110936125855,0.23292141987066,1.26270454769326,0.206695379082522,0.458076912792621
"AT1G01320",2779.1833936328,0.474340750850569,0.195971809553031,2.42045400270802,0.0155011402580545,0.0833396062136032
"AT1G01340",33.9788532273954,0.308063362515646,0.369762329967754,0.833138850413753,0.404766424902033,0.66244224452911
"AT1G01350",94.3444631023601,-0.153739763958731,0.275425501105778,-0.558190012694891,0.576714640009947,0.786868770994701
"AT1G01360",75.8814713570977,0.33454086044247,0.295283383393706,1.1329484801941,0.257235889336657,0.517902322380459
"AT1G01370",19.5269612317322,0.172467414871531,0.4439706049368,0.388465842003396,0.697671327297209,0.856643608395187
"AT1G01390",34.6179453211192,1.11420515886329,0.396900603786973,2.80726496314758,0.00499641260775859,0.0354417765422942
"AT1G01420",64.8839283204288,0.478804526871282,0.295554699427672,1.62002000915047,0.10522797876953,0.309211645493585
"AT1G01430",485.033698825862,0.686122251664451,0.216144968412784,3.1743614329903,0.00150166571934513,0.0139458335579537
"AT1G01440",137.97023297841,0.268117711933593,0.258077194456352,1.03890509387469,0.298848877118418,0.563088189800545
"AT1G01448",52.7650005687523,0.209396445368886,0.365497417152441,0.572908139817446,0.566706892928867,0.779867700463841
"AT1G01470",218.78729213777,-0.30101657549067,0.226182790058299,-1.33085534674447,0.183236612415979,0.427846834063591
"AT1G01480",16.2845990437222,-1.44312083554003,0.482543999090338,-2.99065129451514,0.00278383186952572,0.0226048585240189
"AT1G01490",314.434711695178,0.561743755532707,0.195237970216046,2.87722595615542,0.00401188208163791,0.0296778623138334
"AT1G01500",78.9611270573589,0.267897710844882,0.314377685054231,0.852152438232596,0.394129490622959,0.654086502290552
"AT1G01510",217.032013831926,0.173131523613147,0.212342775685713,0.815339834633213,0.414877813075714,0.670994104435362
