ProteinGroup	Bin	TP0HS	TP24HS	TP1R	TP2R	TP4R	TP8R	TP0HSsdev	TP24HSsdev	TP1Rsdev	TP2Rsdev	TP4Rsdev	TP8Rsdev	Anova	HCluster
Cre01.g050950.t1.p1	16.1.1	-0.260057816	-0.434404793	-0.465271176	-0.766182456	-0.664666875	-0.267430804	0.519681386	0.439234282	0.268758201	0.111616975	0.09021758	0.16721196	0.004378298	1360.1358.1356.1336.1330.1325.1297.1244.1199.1127.989.507
Cre02.g134509.t1.p1	35.2	0.25752381	0.369300412	0.466289481	0.535293332	0.47521051	0.09094368	0.204859647	0.372528517	0.274667938	0.330461364	0.33864405	0.191856761	0.012832725	1360.1359.1357.1354.1346.1307.1266.1110.1006.932.508
Cre16.g679550.t1.p1	29.5.5	0.363856595	2.016297384	1.860742062	2.112566386	1.596413449	0.214007225	0.452195285	0.404671995	0.422983247	0.32408682	0.342617504	0.1178531	1.24e-14	1360.1359.1342.1314.1273.509
Cre02.g105500.t1.p1	13.1.2.3	-0.273925411	0.082055639	0.147694	0.177462594	0.270037594	0.302866789	0.27693488	0.306213283	0.183869878	0.215740814	0.164499991	0.318310476	0.016864908	1360.1359.1357.1354.1353.1328.1322.1278.1229.1138.1065.973.847.510
Cre01.g019250.t1.p1	21.2.1.01	-0.050639305	0.272848649	-0.123978755	-0.120113498	-0.251627166	-0.136473922	0.18118652	0.581767312	0.223656967	0.149839737	0.202888912	0.243175024	0.001025664	1360.1359.1357.1354.1346.1335.1291.1207.1158.976.511
Cre-1.g2716958.t1.p1	35.2	0.154080858	0.371656526	0.332342111	0.188516437	0.26617902	-1.06088784	0.11284124	0.088721043	0.030201036	0.078846292	0.0378292	0.091966487	1.1e-10	1360.1359.1357.1354.1346.1335.1329.1304.1284.1241.512
Cre17.g714550.t1.p1	28.1.3	0.340893148	-0.172517458	-0.107783014	-0.153803034	-0.219288316	-0.069918376	0.133589117	0.194730692	0.130161395	0.135852768	0.102354398	0.170690431	1.85e-12	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.820.706.681.513
Cre08.g380250.t1.p1	1.3.4	-0.173143636	-0.574519531	-0.604324853	-0.604413779	-0.860801102	-0.7582146	0.086723393	0.097219321	0.086602539	0.083078038	0.090554081	0.162142439	0.0	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.1035.908.514
Cre09.g404000.t1.p1	1.1.99	-0.257151406	-0.684538047	-0.747689152	-0.676444952	-0.8446554	-1.159209606	0.195323657	0.141761692	0.289346786	0.329988348	0.231993161	0.270682098	1.21e-07	1360.1358.1355.1352.1345.1332.1319.1289.1168.919.515
Cre15.g636750.t1.p1	35.2	-1.346837486	1.051654767	0.561374706	0.746108179	0.469338482	0.507828294	1.642530828	0.75087003	0.053921166	0.704899403	0.354524587	0.054881947	0.000728964	1360.1359.1342.1337.1327.1290.1180.1145.516
Cre05.g237450.t1.p1	29.2.1.1.1.1.0530	-0.298748278	0.038070667	-0.013288765	-0.079702275	-0.078082137	-0.406166727	0.185334545	0.231829877	0.239709977	0.19721593	0.319509833	0.416852081	0.000413042	1360.1359.1357.1354.1346.1307.1266.1110.990.844.517
Cre05.g233150.t1.p1	35.2	-0.292549535	-0.037273502	0.24230736	0.026463392	0.242598755	0.25107717	0.308851058	0.435488461	0.375776017	0.289588636	0.231990198	0.201375257	0.027190015	1360.1359.1357.1354.1353.1328.1322.1278.1229.1138.1128.745.518
Cre02.g129550.t1.p1	21.99	-1.579565393	-0.722311091	-0.432452787	-0.514435577	-0.637702279	0.099434336	0.430777321	0.497465682	0.525940695	0.952207292	0.325424035	0.642408929	1.97e-05	1360.1359.1357.1350.1347.1339.1299.1293.1089.519
Cre02.g130650.t1.p1	34.30	-0.642002566	0.623538001	0.160468889	0.258383534	0.24973735	0.263556559	0.154316598	1.359008771	0.136989623	0.173345305	0.07762478	0.090035021	0.012591366	1360.1359.1357.1350.1347.1339.1299.1293.1264.1187.1112.970.520
Cre10.g441400.t1.p1	27.3.67	0.025145564	-0.215655623	-0.174354309	-0.081507458	-0.039716359	0.135128776	0.189411695	0.256713915	0.233397991	0.206302464	0.528451883	0.247818166	0.013242506	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.732.688.521
Cre13.g565800.t1.p1	3.5	-0.327993448	-0.508787119	-0.760743705	-0.624614415	-0.701987933	-0.711021235	0.237114037	0.414119179	0.168782563	0.15293519	0.400881079	0.221183509	0.005510678	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1047.962.522
Cre12.g537000.t1.p1	35.2	0.271672312	1.012263836	0.975080816	0.95796521	0.681434937	0.291107749	0.24945756	0.446882827	0.292719136	0.166729454	0.454118765	0.534944245	0.002794594	1360.1359.1357.1350.1347.1321.1288.1250.1215.1045.955.523
Cre08.g371450.t1.p1	29.3.4.99	-0.072311226	0.170680775	0.122699235	0.238905304	0.012757235	0.090678226	0.244395615	0.182312465	0.237416346	0.143098514	0.176147657	0.245090782	0.036850357	1360.1359.1357.1354.1346.1307.1212.1147.1068.1014.845.524
Cre12.g529400.t1.p1	29.2.1.2.1.027	-0.079763287	-0.290783574	-0.373116351	-0.219359109	-0.053538982	0.118936559	0.187914173	0.301474215	0.495313092	0.206092973	0.125289458	0.118615498	2.98e-06	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.790.525
Cre10.g439850.t1.p1	28.99	0.007634701	0.045358031	0.152651538	0.133255369	0.218895958	0.23868003	0.11661077	0.143834248	0.04400441	0.061341633	0.068993983	0.082713693	7.61e-06	1360.1359.1357.1354.1353.1328.1322.1252.1221.1077.959.795.526
Cre01.g034400.t1.p1	7.1.02	-0.548927751	-1.086107036	-1.075018814	-1.052384055	-0.840860464	-0.58953481	0.083103781	0.083770558	0.085646365	0.100558624	0.145301156	0.081476714	0.0	1360.1358.1356.1351.1338.1324.1257.1181.1137.946.881.811.527
Cre02.g135150.t1.p1	29.6	-1.751894202	0.428206868	0.238058062	-0.282943946	-0.841898635	-1.473208599	0.635499559	0.641710741	0.624616075	0.617516295	0.24974236	0.191443387	0.0	1360.1359.1342.1314.1273.1146.528
Cre01.g016300.t1.p1	35.2	-0.74155356	0.846964488	0.911801133	0.978676088	0.839674676	0.821133904	1.093118753	0.59014457	0.204155988	0.076630824	0.386425498	0.205917107	1.36e-06	1360.1359.1342.1337.1317.1295.1247.1169.1082.994.529
Cre11.g478100.t1.p1	35.2	-0.999051774	-1.155716465	-0.668429483	-0.108089557	0.099010885	0.02163635	0.464612765	0.199590196	0.155546548	0.111620028	0.162383192	0.164715097	0.0	1360.1359.1357.1354.1353.1348.1300.1276.1122.1058.530
Cre13.g567450.t1.p1	28.1.3	0.278899717	-0.171731186	-0.166207439	-0.393021608	-0.311588119	-0.38228864	0.180585925	0.244155705	0.18957443	0.33677283	0.363598668	0.730862431	5.93e-05	1360.1358.1356.1336.1330.1325.1297.1244.1120.1075.765.531
Cre10.g440450.t1.p1	1.1.1.2	-0.044899122	-0.400254759	-0.372898324	-0.455621429	-0.340371272	-0.309892791	0.160508326	0.094150055	0.21690638	0.193502763	0.123999328	0.119841673	6.45e-05	1360.1358.1356.1336.1330.1325.1285.1237.1157.925.774.532
Cre07.g344400.t1.p1	13.1.5.1.01	-0.581363805	-1.316750157	-1.122092782	-0.840782026	-0.916298161	-0.627977766	0.505839597	0.360733956	0.250723378	0.484865408	0.317292196	0.13872742	3.89e-07	1360.1358.1356.1351.1338.1324.1257.1217.1173.1126.1101.533
Cre09.g407000.t1.p1	31.1	-0.123815706	0.73724947	0.825449193	0.859651423	0.666409226	0.488113723	0.075670072	0.184173354	0.193060773	0.235383171	0.130204334	0.1592154	3.3e-12	1360.1359.1357.1350.1347.1339.1310.1271.1251.1203.1190.1016.880.534
Cre17.g711750.t1.p1	28.1.3	0.341834628	-0.172517458	-0.156919601	-0.153803034	-0.221928799	-0.078503287	0.114613437	0.194730692	0.227920839	0.135852768	0.10568668	0.176969623	1.41e-09	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.820.706.535
Cre16.g659700.t1.p1	35.2	-0.159989237	-0.669504009	-0.679341061	-0.711519947	-0.980321452	-1.073903518	0.29661979	0.054573072	0.151748617	0.221438679	0.117996353	0.283453597	5.06e-08	1360.1358.1355.1352.1345.1332.1319.1289.1168.1031.875.536
Cre04.g218250.t1.p1	29.3.4.99	-0.313593711	0.056913589	0.207272663	0.158891896	0.11576851	-0.172900524	0.283800188	0.201630968	0.125693474	0.195838619	0.256493065	0.34571291	0.000130732	1360.1359.1357.1354.1346.1307.1266.1248.1179.1119.993.853.537
Cre17.g699000.t1.p1	2.2.10.2	1.349474606	0.043002252	0.210484703	0.052739572	-0.109401702	-0.373994924	1.584151893	0.204406502	0.226506802	0.285555755	0.355799481	0.578749133	6.98e-05	1360.1358.1355.1352.1345.1332.1319.1280.1232.1163.538
Cre10.g426335.t1.p1	4.1.014	-0.12556062	0.616076025	0.696052978	0.388687348	0.134948756	0.159813582	0.308357663	0.386461801	0.124429321	0.143177969	0.309285395	0.21593249	0.003702805	1360.1359.1357.1350.1347.1321.1288.1250.1160.1059.1023.943.539
Cre12.g519350.t1.p1	31.3	-0.501911192	-0.062686032	-0.148955919	-0.168167565	-0.0054429	-0.104734274	0.299634068	0.22883242	0.068936051	0.084309822	0.117012173	0.107238406	1.69e-06	1360.1359.1357.1354.1353.1328.1263.1140.860.829.750.540
Cre17.g715250.t1.p1	11.1.1	-0.222296097	-0.160302639	-0.138285065	-0.360174369	-0.21665544	-0.511605151	0.135961188	0.128150488	0.157991519	0.161487709	0.187915031	0.209819718	9.53e-05	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1019.964.541
Cre17.g715250.t1.p1	18.6	-0.222296097	-0.160302639	-0.138285065	-0.360174369	-0.21665544	-0.511605151	0.135961188	0.128150488	0.157991519	0.161487709	0.187915031	0.209819718	9.53e-05	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1019.964.541
Cre03.g164000.t1.p1	1.1.40	0.009210849	-0.500765962	-0.434103081	-0.305825732	-0.564315725	-0.972052995	0.397131488	0.388121332	0.56862634	0.115909653	0.471143558	0.946509511	0.011019361	1360.1358.1355.1352.1345.1332.1319.1289.1168.919.542
Cre28.g777200.t1.p1	29.2.1	-0.05311534	-0.314679909	0.028419068	-0.222950662	-0.161577976	0.368409773	0.128518846	0.202846152	0.807519756	0.325193737	0.298921354	0.796516419	0.016563727	1360.1358.1356.1351.1338.1312.1301.1204.1148.543
Cre01.g063200.t1.p1	11.1.012	0.015163817	-0.393664049	-0.479817517	-0.471124002	-0.332252085	-0.211656669	0.071366676	0.097153124	0.263345056	0.128594875	0.172836801	0.035958483	0.00107499	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.991.834.544
Cre09.g416350.t1.p1	28.1	-0.277622377	-0.057322666	-0.052663422	-0.036185964	0.144995671	0.041060658	0.089089401	0.214715778	0.180316301	0.201451811	0.154288401	0.132578569	7.37e-06	1360.1359.1357.1354.1353.1328.1263.1213.1044.870.782.545
Cre04.g214150.t1.p1	18.2	-0.018474193	-1.415481687	-1.430571079	-1.736463835	-1.791720941	-0.908564824	0.209969873	0.295916989	0.659438496	0.484047167	0.432353798	0.139676229	0.0	1360.1358.1355.1349.1341.1275.1260.1174.546
Cre-1.g2716979.t1.p1	29.2.4	0.232880058	-0.181566141	-0.145566343	-0.052488864	0.167547872	0.333404668	0.15139812	0.169897356	0.24712984	0.189318549	0.120646081	0.140995914	1.11e-16	1360.1358.1356.1351.1315.1269.1151.1085.838.756.547
Cre14.g617900.t1.p1	29.2.1.2.2.035	-0.042880083	-0.381564162	-0.298508172	-0.181568607	-0.09803834	0.106717597	0.134347297	0.203696396	0.147547714	0.149581337	0.177221227	0.188826801	1.2e-12	1360.1358.1356.1351.1315.1269.1222.1153.1131.952.701.548
Cre06.g271700.t1.p1	29.5.7	-0.286860203	0.157471861	0.205143102	0.213924276	0.480629512	0.331258913	0.079574306	0.178592334	0.112501537	0.082085283	0.078942507	0.101785571	2.15e-09	1360.1359.1357.1350.1306.1236.1192.1076.1017.549
Cre03.g166050.t1.p1	15.2	-0.339288234	-0.170671603	-0.001133555	0.176228493	0.263623036	0.154102997	0.268835012	0.096851069	0.119004803	0.073690389	0.069316495	0.112512347	4.11e-12	1360.1359.1357.1354.1353.1328.1322.1278.1214.1171.1054.722.550
Cre07.g330250.t1.p1	1.1.2.2	0.137954776	0.339010125	0.350359497	0.230338513	0.200114004	0.097753676	0.099283015	0.139704318	0.083280871	0.11479222	0.06315348	0.068974706	2.07e-06	1360.1359.1357.1354.1346.1307.1212.1147.1091.915.809.759.551
Cre01.g054500.t1.p1	35.2	-0.431217778	0.375692145	0.421978162	0.17281887	0.053660546	-0.171123975	0.074184529	0.112648549	0.272338471	0.062919471	0.029549949	0.051407055	0.0	1360.1359.1357.1350.1347.1321.1288.1250.1160.1059.1023.916.552
Cre05.g235650.t1.p1	35.2	-0.215421995	-1.911342504	-2.200595516	-2.07386992	-2.142421709	-1.559248654	0.31184084	1.384884887	0.398514693	0.319823212	0.169194102	0.732818345	0.000290008	1360.1358.1355.1349.1341.1275.1260.1246.1106.995.553
Cre17.g700200.t1.p1	35.2	-1.042118854	-0.933312989	-2.029646448	-2.162692324	-1.667525983	-1.976600754	0.214682688	0.886615819	0.427409027	0.267103127	0.189935329	0.240950154	0.001561239	1360.1358.1355.1352.1345.1332.1305.1274.1218.554
Cre02.g087950.t1.p1	29.1.010	0.323019855	-0.34228181	-0.187779812	-0.114501122	-0.066602296	-0.008542063	0.618481788	0.239393434	0.168583765	0.167505495	0.271599199	0.247235398	0.0033648	1360.1358.1356.1336.1330.1325.1297.1258.1240.1124.1021.864.555
Cre02.g091050.t1.p1	19.04	-0.128199798	-0.807070711	-0.834579938	-0.909679649	-0.965692421	-0.582474925	0.20270205	0.314488725	0.118599469	0.212997667	0.132157438	0.214296108	1.89e-15	1360.1358.1356.1336.1330.1294.1216.1108.1062.869.556
Cre07.g317500.t1.p1	35.2	1.654213152	0.23825309	-0.700264642	0.988133896	-0.33299215	-1.002103508	0.12307545	1.126499241	nan	0.753229886	0.107114582	1.478747269	0.03329783	1360.1358.1355.1352.1345.1340.1308.1287.557
Cre12.g530300.t1.p1	29.6.3.1	0.073936529	0.338935551	0.396814024	0.203878643	0.28306891	0.109941996	0.163338157	0.095622206	0.101706369	0.18993882	0.151048518	0.122731489	3.46e-05	1360.1359.1357.1354.1346.1307.1212.1096.984.769.558
Cre12.g529650.t1.p1	29.2.1.2.2.057	0.352727262	-0.155034735	-0.319180937	-0.362728084	-0.171087196	0.075695968	0.862872777	0.535111262	0.302274253	0.15977246	0.200204055	0.367223953	0.000129283	1360.1358.1356.1336.1330.1325.1285.1111.980.559
Cre04.g222700.t1.p1	29.2.4	-0.36146759	-0.527319771	-0.449425936	-0.380123431	-0.000177032	0.157171844	0.168312895	0.294709716	0.178175514	0.251659981	0.194585683	0.142213533	0.0	1360.1358.1356.1351.1338.1312.1301.1238.1125.998.560
Cre04.g222700.t1.p1	34.16	-0.36146759	-0.527319771	-0.449425936	-0.380123431	-0.000177032	0.157171844	0.168312895	0.294709716	0.178175514	0.251659981	0.194585683	0.142213533	0.0	1360.1358.1356.1351.1338.1312.1301.1238.1125.998.560
Cre20.g757900.t1.p1	35.2	0.886011212	0.50255942	-2.412933197	0.585127962	0.102843854	-1.820860202	0.350223973	0.162343093	nan	0.74890822	0.451484923	0.734634835	0.002226454	1360.1358.1355.1352.1345.1340.1318.561
Cre02.g076350.t1.p1	34.1.1	-0.062591705	-0.308618944	-0.3092813	-0.226181151	-0.245443422	-0.208981493	0.052517193	0.075101836	0.073205244	0.03703876	0.123900107	0.066104289	4.2e-08	1360.1358.1356.1336.1262.1189.1143.1002.941.849.695.562
Cre02.g076350.t1.p1	34.1.01	-0.062591705	-0.308618944	-0.3092813	-0.226181151	-0.245443422	-0.208981493	0.052517193	0.075101836	0.073205244	0.03703876	0.123900107	0.066104289	4.2e-08	1360.1358.1356.1336.1262.1189.1143.1002.941.849.695.562
Cre22.g765600.t1.p1	26.8	-0.272467996	0.084178562	-0.032318073	0.246425826	0.219977971	-0.037959953	0.194357781	0.161582145	0.133869734	0.128499508	0.19781317	0.238640909	0.016332948	1360.1359.1357.1354.1353.1328.1263.1213.1098.563
Cre16.g651650.t1.p1	29.1.05	-0.024449013	0.582556952	-0.424569047	0.434894419	-0.163909707	-0.050692976	0.391576658	0.478773128	0.182622392	0.819543187	0.23929716	0.306409206	0.007738391	1360.1359.1357.1354.1346.1335.1329.1277.1223.564
Cre10.g419000.t1.p1	27.3.99	-2.007945763	0.979582353	0.524177399	-0.169414498	-0.070706672	-0.213391591	0.3907334	0.157630923	0.474993052	0.758671195	0.117674238	0.424873818	5.32e-08	1360.1359.1342.1337.1327.1290.1267.565
Cre06.g306300.t1.p1	19.010	0.260156126	0.263312595	0.137521421	-0.132239843	-0.457806594	0.092274705	0.624487059	0.370646136	0.23578748	0.091262631	0.192049769	0.688439727	0.00047934	1360.1359.1357.1354.1346.1335.1291.1207.1026.566
Cre13.g567950.t1.p1	2.1.2.01	-0.229487449	-0.010799206	-0.046918645	0.003053389	-0.131824837	-0.319038278	0.088452244	0.143260572	0.17245551	0.076740155	0.20584439	0.124547922	1.88e-06	1360.1359.1357.1354.1346.1307.1266.1110.990.874.567
Cre03.g204250.t1.p1	13.2.3.4	-0.120982973	-0.60070354	-0.605592861	-0.524908761	-0.375016973	-0.201750983	0.245011769	0.111991411	0.092603768	0.12996022	0.1107716	0.070387328	0.0	1360.1358.1356.1351.1338.1324.1257.1181.1137.946.881.811.568
Cre06.g273550.t1.p1	35.2	-0.300302977	0.580994605	0.790179711	0.774058331	0.823089694	0.431263142	0.183642118	0.282295673	0.175873731	0.261034284	0.237417887	0.118721846	1.14e-14	1360.1359.1357.1350.1347.1339.1310.1271.1251.1042.569
Cre23.g768500.t1.p1	2.2.10.3	0.146233368	-0.776330874	-0.960956463	-0.866929553	-0.448013149	-0.946339384	0.164320508	0.646485468	0.408026893	0.556311025	0.871292762	1.155120097	0.016217523	1360.1358.1355.1352.1345.1332.1319.1289.1184.570
Cre23.g768500.t1.p1	11.1.08	0.146233368	-0.776330874	-0.960956463	-0.866929553	-0.448013149	-0.946339384	0.164320508	0.646485468	0.408026893	0.556311025	0.871292762	1.155120097	0.016217523	1360.1358.1355.1352.1345.1332.1319.1289.1184.570
Cre17.g696850.t1.p1	17.1.3	-1.322099407	-0.391498336	-0.785827228	-0.557637882	-0.592390786	-0.543455432	0.208965344	0.251042243	0.693187979	0.44847497	0.718168589	0.173523916	0.031895577	1360.1359.1357.1350.1347.1339.1299.1259.1200.1088.1041.571
Cre02.g079700.t1.p1	23.1.1.02	-0.013604827	0.331118573	0.253993059	0.320572708	0.300381191	0.315455451	0.089500994	0.119764513	0.099003877	0.176234347	0.298676162	0.126522618	0.000364544	1360.1359.1357.1354.1353.1328.1263.1140.1009.725.694.572
Cre14.g619550.t1.p1	29.5.11.20	-0.124851287	0.042966182	0.005948546	0.163825048	0.264659661	0.207210855	0.116837357	0.192372034	0.262264268	0.166200514	0.102163537	0.186725757	6.96e-05	1360.1359.1357.1354.1353.1328.1263.1213.1098.1079.974.767.573
Cre14.g624250.t1.p1	8.1.7	0.013367444	-0.806832001	-0.74079212	-0.453597462	-0.392197336	-0.623095297	0.24760241	1.006075521	0.739912511	0.846330124	0.679631664	0.565357565	0.026327909	1360.1358.1356.1336.1330.1325.1297.1258.1240.1124.574
Cre12.g515650.t1.p1	29.2.3	-0.091935427	-0.073653636	-0.034744862	0.027701281	0.162354502	0.198975152	0.218073328	0.204421533	0.214910031	0.130177184	0.114102544	0.121440702	0.000647133	1360.1359.1357.1354.1353.1328.1322.1252.1221.1170.972.813.707.575
Cre12.g522600.t1.p1	9.6	-0.433953304	-0.734057794	-0.733000842	-0.728529855	-0.730755824	-0.481119905	0.175682216	0.168075544	0.155370326	0.227491589	0.144294944	0.521554953	0.006367007	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.1012.1001.781.576
Cre01.g010400.t1.p1	35.2	0.000161185	-0.866290843	-0.970651728	-0.629573508	-0.535516436	-0.338410356	0.515774579	0.242083752	0.536608426	0.109194783	0.189171238	0.089434448	1.48e-05	1360.1358.1356.1351.1338.1324.1257.1217.1173.1126.1101.1015.577
Cre12.g520500.t1.p1	29.2.1.2.2.80	0.161289466	-0.19549806	-0.178937945	-0.181323194	-0.084182972	0.135212969	0.490519186	0.139825924	0.119067747	0.154732328	0.119727071	0.169408859	6.38e-07	1360.1358.1356.1336.1330.1325.1285.1237.1157.1100.828.794.578
Cre07.g325500.t1.p1	19.010	-0.008713648	-0.926175821	-0.952698273	-1.21038063	-0.929229477	0.159690491	0.258953884	0.325883023	0.696391994	0.517344078	0.198739382	0.481763286	8.01e-11	1360.1358.1356.1351.1338.1324.1292.1254.1123.579
Cre17.g728100.t1.p1	17.2.1	-0.347881467	0.227598368	0.280256887	0.223669294	0.067053512	0.183138458	0.242682151	0.210501563	0.191073737	0.083868622	0.295071941	0.150056436	0.008893269	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.953.779.580
Cre15.g638500.t1.p1	9.05	-0.208970717	-0.651294432	-0.661598053	-0.652405383	-0.459211156	-0.440474361	0.158071365	0.122797336	0.084421733	0.086391379	0.097359215	0.083607717	3.7e-12	1360.1358.1356.1336.1330.1325.1285.1237.1157.925.861.746.581
Cre10.g427700.t1.p1	27.1.2	-0.038421863	-0.283824169	-0.251266304	-0.166180608	0.005098246	0.157972646	0.351630202	0.11699732	0.20667635	0.308484264	0.233742086	0.437916588	0.000123792	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.803.786.737.709.582
Cre06.g293600.t1.p1	29.1.04	-0.312623611	-0.234922865	-0.238733454	0.022246679	-0.009091023	0.214034696	0.162838989	0.185737207	0.116557684	0.14646821	0.492541774	0.182676242	0.002120013	1360.1359.1357.1354.1353.1328.1322.1252.1055.808.583
Cre08.g360900.t1.p1	29.2.1.2.1.015	0.008444557	-0.160700608	-0.173281393	-0.164141904	0.013043775	0.183350521	0.121054738	0.204974173	0.160003236	0.227135174	0.190182003	0.193619756	3.5e-08	1360.1358.1356.1351.1315.1282.1191.1072.1034.762.744.584
Cre08.g360900.t1.p1	29.2.1.99.1.019	0.008444557	-0.160700608	-0.173281393	-0.164141904	0.013043775	0.183350521	0.121054738	0.204974173	0.160003236	0.227135174	0.190182003	0.193619756	3.5e-08	1360.1358.1356.1351.1315.1282.1191.1072.1034.762.744.584
Cre16.g652550.t1.p1	29.2.1.1.1.2.024	-0.023352739	-0.147073985	-0.182884174	-0.10634525	-0.149764145	0.150696099	0.132640221	0.254360053	0.210631269	0.179956868	0.228021337	0.159992771	0.000126369	1360.1358.1356.1351.1315.1282.1191.1038.992.887.789.585
Cre12.g498900.t1.p1	29.2.1.2.1.07	0.015629752	-0.23396251	-0.117602737	-0.202586944	-0.073561643	0.110753769	0.125290662	0.1873554	0.081196359	0.149133	0.110354183	0.135691129	5.74e-12	1360.1358.1356.1351.1315.1282.1191.1072.1007.840.739.684.586
Cre06.g257950.t1.p1	13.1.1.2.1	-0.124959337	-1.012705327	-0.804786993	-0.97772807	-0.334594125	0.163889958	0.779579775	0.326944408	1.034185056	0.306299306	0.471515222	0.271128243	0.002277258	1360.1358.1356.1351.1338.1324.1292.1254.1030.587
Cre02.g096150.t1.p1	21.6	-0.606615119	-0.092977746	-0.009830781	-0.004470282	-0.063826016	-0.129291987	0.135415522	0.102342515	0.105919065	0.228144454	0.139379995	0.150212441	2.78e-11	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.898.835.588
Cre06.g293150.t1.p1	35.2	0.90894397	0.474889576	0.084146149	0.43651097	1.457152925	0.448744723	0.909919803	0.505580327	0.460365639	0.654827735	0.888572052	0.883149207	0.024643348	1360.1359.1357.1354.1346.1335.1329.1277.589
Cre16.g675650.t1.p1	13.2.4.3	-0.269057595	-1.119502593	-0.995989659	-0.96668325	-0.805802905	-0.505566654	0.072326679	0.107679876	0.1060836	0.128166184	0.07214828	0.103707077	0.0	1360.1358.1356.1351.1338.1324.1257.1217.1051.590
Cre10.g456050.t1.p1	11.8	-0.446688345	-0.018468616	0.140220719	-0.117704249	-0.114700518	-0.114845123	0.351297072	0.303210823	0.319642937	0.352573373	0.370297321	0.271276691	7.87e-05	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.945.591
Cre10.g456050.t1.p1	26.7	-0.446688345	-0.018468616	0.140220719	-0.117704249	-0.114700518	-0.114845123	0.351297072	0.303210823	0.319642937	0.352573373	0.370297321	0.271276691	7.87e-05	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.945.591
Cre12.g558450.t1.p1	22.1.06	-0.565540477	0.500319394	0.34840246	0.4700639	0.388918955	0.427685737	0.326387625	0.162543796	0.272774628	0.262223059	0.207045361	0.135880784	2.14e-06	1360.1359.1357.1350.1347.1339.1299.1293.1264.1182.1142.863.592
Cre13.g592200.t1.p1	12.2.1	0.151728253	-1.584131673	-1.327968136	-1.017789012	-0.525437268	-0.459752595	0.507020832	0.558261412	0.378004904	0.39114545	0.269554239	0.564915081	1.78e-12	1360.1358.1355.1349.1341.1298.1225.1178.1141.593
Cre01.g072200.t1.p1	35.2	0.074396286	0.001714351	-0.013771546	-0.087056908	0.032984931	0.162583632	0.12237221	0.103226214	0.11844416	0.153693407	0.13979716	0.155026464	0.007206051	1360.1358.1356.1351.1315.1282.1227.1095.1008.927.751.594
Cre19.g751700.t1.p1	1.1.99	-0.086328373	-0.124342154	-0.112106683	-0.388792166	-0.403585555	-0.124759016	0.118052029	0.172570548	0.08214413	0.143410192	0.129305657	0.147578265	7.11e-07	1360.1358.1356.1336.1330.1325.1297.1244.1199.1127.989.595
Cre14.g619150.t1.p1	8.1.7	0.001407516	-0.383181533	-0.248193068	-0.354726021	-0.121196262	-0.086024661	0.12095594	0.35709317	0.415991003	0.381775829	0.357169075	0.275777518	0.005408695	1360.1358.1356.1336.1330.1325.1285.1237.1157.1100.968.889.596
Cre11.g474400.t1.p1	35.2	-1.537666411	0.133705463	0.036168517	0.108072452	0.505108806	0.347241313	0.177962755	0.643760799	0.605496045	0.240051152	0.214625877	0.296758731	5.69e-05	1360.1359.1342.1337.1317.1295.1281.1097.597
Cre14.g621550.t1.p1	21.1	-0.244940354	-0.018593081	-0.052103665	0.026727173	-0.060109536	-0.140419847	0.089145859	0.218988213	0.107341577	0.129233994	0.184002809	0.133162313	0.00147535	1360.1359.1357.1354.1346.1307.1212.1147.1068.1014.845.598
Cre07.g326600.t1.p1	21.1	-0.407831471	0.401822766	0.826743176	0.947326066	0.167518599	0.449090313	0.194009692	0.91774455	0.387347351	0.105681411	0.8670039	0.510139664	0.017369523	1360.1359.1357.1350.1347.1321.1283.1197.599
Cre03.g173350.t1.p1	27.3.39	-0.268906744	0.160768551	0.129239571	0.080204158	0.320754579	-0.004156473	0.147904817	0.126322322	0.130799376	0.099845832	0.82206791	0.158245721	0.047144793	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.924.600
Cre03.g173350.t1.p1	31.1	-0.268906744	0.160768551	0.129239571	0.080204158	0.320754579	-0.004156473	0.147904817	0.126322322	0.130799376	0.099845832	0.82206791	0.158245721	0.047144793	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.924.600
Cre12.g515850.t1.p1	27.3.67	0.456159203	-0.345229783	-0.048785471	-1.493375223	-0.356185991	0.734591645	0.195751657	1.244637452	0.061437886	1.57030006	1.349573362	0.299853848	0.00158316	1360.1358.1355.1349.1344.1331.1323.1302.1261.601
