ProteinGroup	Bin	TP0HS	TP24HS	TP1R	TP2R	TP4R	TP8R	TP0HSsdev	TP24HSsdev	TP1Rsdev	TP2Rsdev	TP4Rsdev	TP8Rsdev	Anova	HCluster
Cre01.g007051.t1.p1	29.5.11.1	-0.216684404	0.395273239	0.30896177	0.417348983	0.545576243	0.313505055	0.34543717	0.543425694	0.588230913	0.501552048	0.259184317	0.28427719	4.75e-05	1360.1359.1357.1350.1306.1236.1192.1076.934.910.770.164
Cre05.g241000.t1.p1	35.2	-0.178952903	-0.106692678	0.094763183	-0.122588274	0.158607521	0.409537221	0.433800734	0.352758664	0.239725942	0.315483571	0.234656924	0.242132718	0.001857692	1360.1358.1356.1351.1315.1282.1227.1134.1040.165
Cre03.g164600.t1.p1	34.1	0.481054622	0.322885232	0.358665953	0.318208185	0.313082981	-0.056012649	0.14003242	0.051433744	0.173569249	0.129220067	0.103398188	0.185633722	2.83e-05	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1019.918.166
Cre17.g702200.t1.p1	27.3.39	-0.081621074	0.601393816	0.624634615	0.302024946	0.503702227	-0.152500035	0.337645207	0.172724619	0.125878026	0.318942586	0.154323431	0.441109677	2.7e-07	1360.1359.1357.1350.1347.1321.1288.1250.1215.1084.167
Cre17.g702200.t1.p1	31.1	-0.081621074	0.601393816	0.624634615	0.302024946	0.503702227	-0.152500035	0.337645207	0.172724619	0.125878026	0.318942586	0.154323431	0.441109677	2.7e-07	1360.1359.1357.1350.1347.1321.1288.1250.1215.1084.167
Cre02.g080200.t1.p1	1.3.08	-0.105815531	-0.471083078	-0.750605711	-0.566649513	-0.452456625	-0.354223109	0.063087668	0.375635169	0.703255462	0.344196406	0.130751127	0.090731444	0.002211889	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.991.942.168
Cre22.g763300.t1.p1	35.2	0.123460805	1.095585438	0.478488063	0.609968485	0.711321006	0.912609392	0.524626889	0.617106987	0.625769389	0.259148666	0.497831892	0.388895506	0.009388502	1360.1359.1357.1350.1347.1339.1299.1259.1220.1064.169
Cre13.g577900.t1.p1	35.2	0.139866343	-0.012621526	-0.152448096	0.205200528	0.129703833	0.137313412	0.184103136	0.195534389	0.563527488	0.172421791	0.338384742	0.16591557	0.046538081	1360.1358.1356.1351.1315.1269.1222.1056.170
Cre09.g409500.t1.p1	27.3.67	-0.402216195	-0.000254633	0.337902985	0.261819873	0.282562528	0.03700422	0.818365019	0.574978316	0.753678289	0.375764886	0.269898662	0.249906787	0.009403026	1360.1359.1357.1350.1306.1296.1286.1253.1066.873.171
Cre12.g483700.t1.p1	1.1.1.3	0.05326296	-0.837372275	-0.86585344	-0.80282159	-0.405560703	-0.128489742	0.155703891	0.126797904	0.137021519	0.100933146	0.207170182	0.129316888	0.0	1360.1358.1356.1351.1338.1324.1257.1217.1051.983.172
Cre15.g638400.t1.p1	20.2.1	-0.894549137	0.896359867	1.02571683	0.410083459	0.758529503	0.619979378	0.162811415	0.15706374	0.101758293	0.861473051	0.179119984	0.170058826	2.17e-07	1360.1359.1342.1337.1317.1295.1247.1198.173
Cre12.g524400.t1.p1	31.1	0.178449555	0.201749122	-0.189351064	0.492163225	0.355684337	-0.133607887	0.14314743	0.280493894	0.889422689	0.251222726	0.271142805	0.399442911	0.037565348	1360.1359.1357.1354.1346.1335.1329.1277.1223.1202.174
Cre12.g534800.t1.p1	13.2.5.2	-0.316484989	-0.756144673	-0.74550754	-0.736519611	-0.874488344	-0.751003781	0.141549032	0.187081073	0.304247408	0.492344562	0.142345764	0.171272123	0.003200649	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.951.841.758.175
Cre06.g308850.t1.p1	29.2.3	-0.247509497	0.622262616	0.512508937	0.593272739	0.488902686	0.7324175	0.178630792	0.111013778	0.254813822	0.162691832	0.375080502	0.519985941	1.4e-07	1360.1359.1357.1350.1347.1339.1299.1293.1264.1182.1022.176
Cre03.g178450.t1.p1	29.6.2.6	-1.080168189	0.579853094	0.59766378	0.621015048	0.551602674	0.339613869	0.080337171	0.233434076	0.129390575	0.230144809	0.193854363	0.131507682	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.879.788.177
Cre03.g178450.t1.p1	29.9	-1.080168189	0.579853094	0.59766378	0.621015048	0.551602674	0.339613869	0.080337171	0.233434076	0.129390575	0.230144809	0.193854363	0.131507682	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.879.788.177
Cre16.g664550.t1.p1	25	-0.376589654	-1.114543827	-1.113829574	-0.83788058	-0.616105979	-0.629796644	0.628577353	0.289166055	0.176487804	0.256628127	0.371530835	0.241959263	1.57e-05	1360.1358.1356.1351.1338.1324.1257.1217.1173.1126.1101.1015.178
Cre16.g664550.t1.p1	1.2.5	-0.376589654	-1.114543827	-1.113829574	-0.83788058	-0.616105979	-0.629796644	0.628577353	0.289166055	0.176487804	0.256628127	0.371530835	0.241959263	1.57e-05	1360.1358.1356.1351.1338.1324.1257.1217.1173.1126.1101.1015.178
Cre01.g015000.t1.p1	13.1.2.3.02	-0.46559486	-0.084810359	-0.200656391	-0.15757982	-0.05276847	-0.149906917	0.126289832	0.160333404	0.488282748	0.16823202	0.204286034	0.116515697	0.018125877	1360.1359.1357.1354.1353.1328.1263.1140.860.829.750.721.179
Cre01.g015000.t1.p1	23.4.99	-0.46559486	-0.084810359	-0.200656391	-0.15757982	-0.05276847	-0.149906917	0.126289832	0.160333404	0.488282748	0.16823202	0.204286034	0.116515697	0.018125877	1360.1359.1357.1354.1353.1328.1263.1140.860.829.750.721.179
Cre11.g473650.t1.p1	29.4	0.599945239	1.046277594	0.897342934	0.907811252	0.955111639	0.922624752	0.105133425	0.25101985	0.196932421	0.157349878	0.096343747	0.184152879	0.034303267	1360.1359.1357.1354.1353.1328.1263.1140.860.829.180
Cre13.g598800.t1.p1	35.2	0.197244409	0.226776083	-0.016633506	0.000543281	-0.402211945	-0.287071204	0.221319181	0.221400644	0.373111712	0.399355339	0.495682431	0.360731276	0.034305251	1360.1359.1357.1354.1346.1335.1291.1207.1158.1103.954.181
Cre16.g691000.t1.p1	29.2.4	-0.013699716	-0.451018172	-0.533959996	-0.410095951	-0.36346098	-0.359981638	0.117321922	0.160502566	0.156633167	0.172064722	0.173357084	0.268780987	2.59e-06	1360.1358.1356.1336.1330.1325.1297.1258.1240.1124.1021.922.825.182
Cre-1.g2717002.t1.p1	1.1.1.2	-0.040181428	0.42368407	0.366602153	0.411242885	0.380712778	0.273597785	0.050457947	0.082938243	0.195891564	0.08147229	0.033071572	0.08027415	9.46e-12	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.827.736.183
Cre08.g372450.t1.p1	1.1.1.2	-0.101407658	0.174672271	0.176465633	0.156854003	0.120149546	0.138831917	0.330183741	0.321218346	0.29160102	0.293664403	0.184139746	0.04317643	0.017044349	1360.1359.1357.1354.1353.1328.1263.1140.1009.981.888.752.738.184
Cre06.g269950.t1.p1	31.2	-0.088455305	-0.218385824	0.022239379	0.042092153	0.231447332	0.297995778	0.4564376	0.178829291	0.513151108	0.147764981	0.139776259	0.162952292	1.92e-05	1360.1359.1357.1354.1353.1328.1322.1252.1221.1170.950.185
Cre06.g269950.t1.p1	29.5.11.20	-0.088455305	-0.218385824	0.022239379	0.042092153	0.231447332	0.297995778	0.4564376	0.178829291	0.513151108	0.147764981	0.139776259	0.162952292	1.92e-05	1360.1359.1357.1354.1353.1328.1322.1252.1221.1170.950.185
Cre02.g080900.t1.p1	21.5	-0.589880735	-0.285311255	-0.245912185	-0.371860504	-0.520766294	-0.52052536	0.162593423	0.10781113	0.326255617	0.120926938	0.184372332	0.223036374	0.022899182	1360.1359.1357.1354.1346.1307.1212.1147.1068.843.186
Cre01.g065600.t1.p1	29.6.2.6	-0.765355288	0.999498482	1.02180731	0.972980389	0.77036279	0.595333302	0.326972347	0.243521646	0.090003398	0.065931629	0.143006449	0.093989969	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.187
Cre01.g065600.t1.p1	29.9	-0.765355288	0.999498482	1.02180731	0.972980389	0.77036279	0.595333302	0.326972347	0.243521646	0.090003398	0.065931629	0.143006449	0.093989969	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.187
Cre12.g542350.t1.p1	20	-0.160108708	0.439186842	0.397010892	0.517042297	0.420138779	0.364311788	0.092323545	0.476347796	0.524340031	0.467180831	0.543943484	0.353968535	0.015259096	1360.1359.1357.1350.1306.1296.1234.1166.1039.996.871.763.188
Cre16.g656400.t1.p1	11.10.03	-0.308105128	-0.184382696	-0.15245489	-0.297929181	-0.483584824	-0.481176869	0.197986305	0.216879493	0.453847021	0.068643175	0.217931038	0.280299325	0.015196814	1360.1359.1357.1354.1346.1335.1291.1207.1158.1103.890.189
Cre02.g081050.t1.p1	31.6.1.10	0.040111226	-0.986678418	-0.82929552	-0.530090464	-0.316882406	-0.079605219	0.102934911	0.254502854	0.186578904	0.142461198	0.16790357	0.161008547	0.0	1360.1358.1356.1351.1338.1324.1257.1217.1173.897.190
Cre11.g479250.t1.p1	30.5	-0.682206768	0.095518926	-0.028629085	-0.242337578	0.007550482	0.235796205	0.777924597	0.476395092	0.11479952	0.307552088	0.273240095	0.266255154	0.001931997	1360.1359.1357.1350.1347.1339.1299.1259.1200.1164.1117.1018.191
Cre04.g226850.t1.p1	29.5.04	-0.646741251	0.126287508	0.121966793	0.659569994	0.498732237	0.40529739	0.396435528	0.679428527	0.686574454	0.875339116	0.492915916	0.357386536	0.000375803	1360.1359.1357.1350.1306.1236.1135.192
Cre-1.g2716986.t1.p1	35.2	0.105648483	-1.354400542	-1.678700435	-1.594114474	-1.564263134	-1.146066718	0.864605813	0.815865375	0.685116784	0.606316412	0.291417105	0.422933594	4.96e-06	1360.1358.1355.1349.1341.1275.1260.1246.1106.995.193
Cre07.g338000.t1.p1	28.1	-0.452661448	-1.572106404	-0.904662908	-3.628430804	-0.93723654	0.301978344	0.4470941	1.54100245	1.512385642	1.982737486	2.009930873	1.249027654	0.043979052	1360.1358.1355.1349.1344.1331.1323.194
Cre13.g586050.t1.p1	33.99	0.088433875	0.943906352	0.646655751	0.332845147	0.424173199	0.676174849	0.168582128	0.449182754	0.341514224	0.354834497	0.41450404	0.180624728	0.024520654	1360.1359.1357.1350.1347.1339.1299.1259.1200.1164.1117.195
Cre12.g540050.t1.p1	35.2	-0.102315905	-2.9283034	-2.088320048	-1.97203648	-1.178311671	-2.469405113	1.950059735	0.957863562	0.948219318	0.741229362	1.727658097	1.919574264	0.036459381	1360.1358.1355.1352.1345.1340.1308.1208.196
Cre12.g554800.t1.p1	1.3.012	-0.133917313	-0.298743294	-0.32719207	-0.35226977	-0.410270932	-0.384461017	0.350621368	0.204565506	0.257408601	0.228918274	0.143680284	0.117972885	0.022309737	1360.1358.1356.1336.1262.1189.905.823.793.700.197
Cre12.g523150.t1.p1	29.6.1	-1.660115019	-1.79708818	-0.181265256	-0.452001826	-0.390706954	-0.407795616	1.69198125	1.550388033	0.310796125	1.166777195	0.822598238	0.736787921	0.009212235	1360.1359.1357.1354.1353.1348.1300.1242.1228.198
Cre17.g713450.t1.p1;Cre17.g714050.t1.p1	28.1.3	0.33785524	-0.157049727	-0.107783014	-0.153803034	-0.22305368	-0.079863183	0.101468142	0.181729512	0.130161395	0.135852768	0.107852053	0.165397644	1.2e-13	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.820.706.681.199
Cre03.g206750.t1.p1	35.2	-1.539806883	0.947716661	-0.547773252	-0.411345139	-1.082568148	0.031752231	0.173581748	1.043684173	0.655913026	0.607925779	0.220343049	0.234265333	0.013161236	1360.1359.1342.1337.1327.1272.200
Cre08.g361850.t1.p1	35.2	-0.897704964	-0.29689012	-0.251689094	-0.010833864	0.026461573	0.059981402	0.211064919	0.348210611	0.268119161	0.789348008	0.363221193	0.722144888	0.005145749	1360.1359.1357.1350.1306.1236.1135.1063.201
Cre16.g659350.t1.p1	12.1.01	-0.25172555	0.313347558	0.329626202	0.068104207	0.316507695	0.152799135	0.111798973	0.146422103	0.150978164	0.565812474	0.087848527	0.198258797	0.004185622	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.997.202
Cre16.g659350.t1.p1	21.2	-0.25172555	0.313347558	0.329626202	0.068104207	0.316507695	0.152799135	0.111798973	0.146422103	0.150978164	0.565812474	0.087848527	0.198258797	0.004185622	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.997.202
Cre02.g106600.t1.p1	29.2.1.2.1.019	-0.063794757	-0.210605128	-0.220502402	-0.180811424	-0.097658927	0.0909339	0.367122181	0.123287172	0.252577385	0.154509993	0.166548897	0.187710785	0.000771386	1360.1358.1356.1351.1315.1282.1191.1072.1034.762.719.203
Cre12.g494450.t1.p1	29.2.1.1.1.1.016	-0.088464815	-0.271864395	-0.296202928	-0.380990362	-0.297825283	-0.066604987	0.243458074	0.313335743	0.216689256	0.258344879	0.188398202	0.199399005	0.003342203	1360.1358.1356.1336.1262.1154.1050.1005.787.204
Cre05.g234550.t1.p1	1.3.06	-0.280651795	-0.117495179	-0.175221982	-0.251386551	-0.253304297	-0.358254206	0.181995643	0.144902182	0.142600693	0.177246067	0.04736662	0.083205323	5.8e-05	1360.1359.1357.1354.1346.1307.1212.1147.1091.915.809.759.205
Cre03.g181150.t1.p1	31.1	-0.098672578	-0.503976338	-1.981419309	-1.78834767	-1.491568287	-2.203369163	0.217373423	1.082927255	0.903222932	1.253683288	1.21612539	1.510190604	0.001088001	1360.1358.1355.1352.1345.1332.1305.1274.206
Cre03.g181150.t1.p1	31.6.1.5.2	-0.098672578	-0.503976338	-1.981419309	-1.78834767	-1.491568287	-2.203369163	0.217373423	1.082927255	0.903222932	1.253683288	1.21612539	1.510190604	0.001088001	1360.1358.1355.1352.1345.1332.1305.1274.206
Cre12.g520600.t1.p1	29.2.1.99.1.06	-0.268718608	-0.06425349	-0.128276782	-0.23647818	-0.317454526	0.065894362	0.275745847	0.276446777	0.314120938	0.195209114	0.31405817	0.295674228	0.016878157	1360.1359.1357.1354.1346.1335.1291.1233.1025.921.207
Cre01.g026450.t1.p1	27.1.1	-0.025750349	0.375346211	0.426841911	0.39719167	0.361328851	0.319403814	0.182400239	0.075859042	0.182790448	0.145297447	0.097425593	0.186788228	4.14e-07	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.827.740.208
Cre16.g650550.t1.p1	23.4.010	-0.025888712	0.176496305	0.168737955	0.104753385	0.163017237	0.01850436	0.046483102	0.120119663	0.110245143	0.199286681	0.097306928	0.101992916	1.43e-05	1360.1359.1357.1354.1346.1307.1212.1096.1032.937.802.733.209
Cre03.g199300.t1.p1	35.2	-1.086694012	0.411500712	-0.048828368	0.166108898	0.164667203	0.187703584	0.757624866	0.429965124	1.016323711	0.627928761	0.465720462	0.181381899	6.55e-06	1360.1359.1357.1350.1347.1339.1299.1293.1264.1187.1073.210
Cre03.g193950.t1.p1	21.1	-0.593452938	0.313509103	0.208366156	0.225756736	0.06278561	-0.120117469	0.115716172	0.133213502	0.121802472	0.188749247	0.156092646	0.136934883	0.0	1360.1359.1357.1350.1347.1339.1310.1249.1132.929.211
Cre16.g663900.t1.p1	19.05	0.03777186	-0.238718683	-0.44367849	-0.603082823	-0.500664268	-0.187378602	0.151871174	0.244484343	0.173191441	0.251251946	0.153130216	0.199487674	7.4e-08	1360.1358.1356.1336.1330.1325.1285.1111.1010.822.212
Cre02.g129300.t1.p1	27.3.70	-0.024618396	-0.041461457	-0.002420636	-0.158280672	0.035682225	0.094604136	0.148325712	0.11247207	0.167087594	0.370064281	0.115970489	0.120776296	0.006914979	1360.1358.1356.1351.1315.1282.1227.1095.1008.720.213
Cre08.g365700.t1.p1	14.03	-0.652151699	-1.3296407	-0.472673975	-1.114315693	-0.978877867	0.137795978	0.292724249	0.190146447	0.918522318	0.533519481	0.316162718	0.848082958	0.001340278	1360.1358.1356.1351.1338.1312.1301.1204.214
Cre03.g156250.t1.p1	35.2	-0.390170321	-0.15741134	-0.102911853	-0.268204528	-0.072054051	-0.196853444	0.263860126	0.347037824	0.288756196	0.483302081	0.158391076	0.213499509	0.045775179	1360.1359.1357.1354.1346.1307.1212.1096.1032.742.215
Cre09.g406050.t1.p1	23.1.1.010	-0.070100014	-0.580224027	-0.501106693	-0.505424717	-0.077668248	-0.023054558	0.153140088	0.488306976	0.336669444	0.4900966	0.180314698	0.360998654	0.002214281	1360.1358.1356.1351.1338.1324.1257.1181.1137.1104.960.216
Cre12.g514750.t1.p1	8.1.02	-0.390437825	-0.17992292	-0.200978484	-0.105670292	-0.0585345	-0.115314329	0.164698707	0.10224835	0.191122364	0.142376551	0.172272701	0.149277171	0.001293016	1360.1359.1357.1354.1353.1328.1263.1213.1098.1079.974.815.749.217
Cre12.g555950.t1.p1	31.6.1.4.2.1	1.098658586	-0.543223222	-1.005628619	0.608311737	0.600857374	-0.999708082	0.744326929	1.464229249	1.459814154	0.763839456	0.896929909	1.735007644	0.045383891	1360.1358.1355.1352.1345.1340.1308.1287.1224.218
Cre06.g257601.t1.p1	21.5	-0.229813461	-0.015169449	-0.021790539	-0.155370634	-0.069396071	-0.152456167	0.189794191	0.107168826	0.122166516	0.270346445	0.148856682	0.145154474	0.009022258	1360.1359.1357.1354.1346.1307.1212.1096.984.862.718.219
Cre02.g116750.t1.p1	9.09	-0.23233297	-0.447583654	-0.414053651	-0.382973319	-0.39458113	-0.358917594	0.128962661	0.135341625	0.144658096	0.100777262	0.196876057	0.1173047	0.000504303	1360.1358.1356.1336.1262.1189.1143.1002.941.849.695.220
Cre02.g123950.t1.p1	35.2	0.311973072	-0.994758261	-0.289497358	-0.2329111	-0.079626508	-0.409805348	0.148018085	1.341600027	0.092530238	0.296349618	0.374986159	0.455155171	0.041893733	1360.1358.1356.1336.1330.1294.1195.1071.221
Cre01.g060000.t1.p1	29.6.2.1	-1.790725964	0.142582079	0.088311386	0.039687687	0.096265279	-0.139490862	0.474492162	1.653750373	1.662324352	1.478750006	1.588415766	1.522911222	0.001330939	1360.1359.1342.1337.1317.1295.1247.1198.1144.824.222
Cre14.g621558.t1.p1	35.2	1.149651065	0.354729523	0.953925848	-0.244150362	-0.01096123	-0.790135934	0.822755159	0.227659169	0.662199992	0.49301982	0.603160054	0.019620587	0.040298023	1360.1358.1355.1352.1345.1332.1319.1280.223
Cre03.g189250.t1.p1	30.5	-0.087392805	0.088985656	0.121968088	0.027021272	0.164117209	0.166285205	0.1209264	0.221283786	0.197356162	0.103165432	0.099239591	0.060116135	0.007562187	1360.1359.1357.1354.1353.1328.1322.1252.1221.1077.959.784.224
Cre02.g099850.t1.p1	8.1.1.01	-0.082396991	0.052839028	0.042417323	-0.009496675	0.038247146	-0.354652658	0.073227281	0.233850021	0.178597459	0.193639566	0.357231947	0.401444839	0.007480502	1360.1359.1357.1354.1346.1307.1266.1110.1006.778.225
Cre03.g178250.t1.p1	9.1.2	-0.177766494	-0.596205981	-0.528282926	-0.692530032	-0.423511222	-0.452085358	0.075717173	0.220640652	0.175893455	0.273686784	0.086918018	0.067267045	5.94e-06	1360.1358.1356.1336.1330.1325.1285.1237.1157.925.861.226
Cre03.g178250.t1.p1	9.1.1	-0.177766494	-0.596205981	-0.528282926	-0.692530032	-0.423511222	-0.452085358	0.075717173	0.220640652	0.175893455	0.273686784	0.086918018	0.067267045	5.94e-06	1360.1358.1356.1336.1330.1325.1285.1237.1157.925.861.226
Cre07.g328150.t1.p1	21.1	-0.608598349	0.483740254	0.586474525	0.519727048	0.137193352	0.138279124	0.11680705	0.192364337	0.255937263	0.301673383	0.633912612	0.445192652	4.02e-09	1360.1359.1357.1350.1347.1339.1310.1249.1177.1057.227
Cre57.g791450.t1.p1	29.5.11.02	0.147049581	0.570430088	0.773814716	0.676384599	0.595936097	0.614416683	0.165107789	0.189998923	0.21393557	0.111952156	0.170952307	0.223460131	1.44e-05	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.898.835.228
Cre01.g013700.t1.p1	34.2	0.42608755	0.730206854	0.768807503	0.708109027	0.750924228	0.632337294	0.076804525	0.0629218	0.031174023	0.102785437	0.066916336	0.062590858	6.47e-13	1360.1359.1357.1354.1353.1328.1263.1140.1009.981.766.229
Cre12.g549550.t1.p1;Cre12.g542250.t1.p1	31.1	0.115229077	-0.244948348	-0.215682552	-0.269227511	-0.274733988	-0.016652065	0.198060851	0.201315213	0.149214631	0.19450563	0.113478812	0.090083971	2.9e-12	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.1012.1001.781.753.230
Cre02.g145800.t1.p1	8.2.09	-0.638368054	0.305758146	-0.505409547	0.163717673	0.212985419	0.07223075	0.059685862	0.360309943	1.559029416	0.072085759	0.07340768	0.0508808	0.021772414	1360.1359.1357.1350.1347.1339.1299.1259.1220.1113.231
Cre15.g641200.t1.p1	34.9	-0.207814955	-1.606377943	-1.912579982	-1.256563606	-1.421530335	-1.050407084	0.090217716	0.546749984	1.477257575	1.105131598	1.235868593	0.333988367	0.018384593	1360.1358.1355.1349.1341.1275.1152.232
Cre13.g598750.t1.p1	4.1.02	-0.209288854	0.446097724	0.593769418	0.560709176	0.497214521	0.395961613	0.099557584	0.467955234	0.225838453	0.272737908	0.136678361	0.127406236	5.54e-09	1360.1359.1357.1350.1306.1296.1234.1166.1039.858.233
Cre06.g289550.t1.p1	29.2.1.2.2.032	0.036307176	-0.315385473	-0.219820329	-0.201379942	-0.062641314	0.186208991	0.108828417	0.102434672	0.148545698	0.172412183	0.126778632	0.208371104	0.0	1360.1358.1356.1351.1315.1269.1151.923.785.728.726.682.234
Cre07.g325400.t1.p1	13.1.4.4.03	-0.188265656	0.312863398	0.374202559	0.287660809	0.366917658	0.307738736	0.145828693	0.15098195	0.212065791	0.144718761	0.14990047	0.131441939	9.55e-10	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.997.865.773.235
Cre02.g123550.t1.p1	28.2	0.425280724	-1.011715393	-0.911257905	-0.506108582	-0.820369734	-0.68242624	0.148239081	0.16456247	0.70263425	nan	0.401553135	0.353326653	2.48e-07	1360.1358.1355.1349.1341.1275.1152.236
Cre23.g766900.t1.p1	28.1.3	0.260347909	-0.122230114	-0.132583781	-0.18724733	-0.291302972	-0.110858146	0.380751626	0.418197999	0.505128586	0.33178772	0.682689027	0.519786977	0.033589367	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.951.841.758.237
Cre01.g016504.t1.p1	8.1.1.03	0.135823892	0.123371553	-0.111579662	-0.117171614	-0.303501648	-0.609781302	0.630844996	0.458327515	0.194148747	0.231689423	0.463531244	0.445046138	0.005091314	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1219.1070.987.238
Cre56.g791050.t1.p1	1.1.2.2	-0.011372657	0.13778992	0.069166069	-0.015052457	0.057259043	0.022743172	0.064691714	0.122997487	0.055854978	0.050337564	0.05133643	0.077615642	0.000704618	1360.1359.1357.1354.1346.1307.1212.1147.1091.854.776.239
Cre02.g119550.t1.p1	1.1.99	-0.214259914	0.256280202	0.104803808	0.097731803	0.19433359	-0.166523789	0.148377409	0.198324824	0.508281422	0.317769957	0.152648195	0.100053086	0.001053804	1360.1359.1357.1354.1346.1307.1266.1248.1179.1119.930.240
Cre33.g782550.t1.p1	35.2	-0.645683675	-0.139206962	-0.006538704	-0.019693518	-0.140499612	0.032947417	0.508444718	0.319319418	0.047282251	0.15241167	0.742413178	0.118815344	0.044031206	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.953.241
Cre06.g282500.t1.p1	29.2.1.2.2.0523	0.00217788	-0.297383605	-0.260687176	-0.192275692	-0.113385093	0.189599921	0.165509384	0.131589691	0.085813663	0.102840375	0.142373451	0.148946524	1.11e-16	1360.1358.1356.1351.1315.1269.1151.923.785.728.689.242
Cre12.g498450.t1.p1	31.2	0.05096696	0.291329898	0.480490114	0.611469828	0.590045672	0.240979656	0.165841305	0.543913878	0.265761074	0.209932455	0.278297722	0.339344585	0.020653924	1360.1359.1357.1354.1346.1307.1266.1248.1179.1078.911.243
Cre03.g157050.t1.p1	35.2	0.376938683	-1.777275081	-1.632460574	-1.178781608	-0.693147181	-0.378831387	0.662819791	1.347811281	1.115612874	1.150322751	nan	0.020503671	0.027805272	1360.1358.1355.1349.1341.1298.1225.1178.1141.244
Cre32.g781650.t1.p1	29.6.2.2	-0.996338753	0.627223768	0.598696677	0.4491995	0.336941708	-0.154967166	0.523402121	0.135163466	0.156052635	0.187984723	0.102827131	0.097930894	0.0	1360.1359.1342.1337.1317.1194.1161.1067.885.245
Cre09.g391650.t1.p1	21.99	-1.408526288	1.702842559	1.564803138	1.50012364	1.137255861	0.701092151	0.376657636	0.400952616	0.46479278	0.366508151	0.55562987	0.185325372	0.0	1360.1359.1342.1337.1327.1290.1267.1175.1049.246
Cre13.g581400.t1.p1	34.8	-0.411431189	-0.298445595	-0.471803269	-0.835282933	-0.856297073	-0.551673915	0.113589759	0.34711242	0.126207739	0.369577854	0.49439942	0.02241104	0.032422187	1360.1359.1357.1354.1346.1335.1291.1207.1026.247
Cre14.g630100.t1.p1	29.2.1.2.2.013	-0.018620119	-0.362152553	-0.292847184	-0.263349182	-0.15137237	0.109471988	0.142353713	0.143014593	0.103669018	0.134833736	0.150660548	0.172358395	0.0	1360.1358.1356.1351.1315.1269.1151.923.785.728.726.687.248
Cre06.g262700.t1.p1	9.05	-0.380744276	-0.644749692	-0.599309753	-0.733832397	-0.573321023	-0.46552853	0.189196724	0.099109079	0.128209819	0.294740205	0.278229034	0.11721856	0.011360156	1360.1358.1356.1336.1262.1154.1050.857.747.249
Cre12.g550400.t1.p1	21.4	-0.067135398	-0.994073729	-0.862428862	-0.290761174	0.087095651	-0.040192342	0.22344352	0.054719905	0.205570507	0.142548281	0.303444554	0.176880835	1.57e-07	1360.1358.1356.1351.1338.1312.1265.1209.999.250
Cre07.g339700.t1.p1	29.8	0.139171618	-0.020011777	-0.125505156	-0.052535536	-0.080749095	0.014457681	0.108294796	0.189335196	0.143711927	0.14456551	0.22590352	0.170860155	0.031253293	1360.1358.1356.1336.1262.1189.1143.1002.941.849.251
Cre07.g339700.t1.p1	34.16	0.139171618	-0.020011777	-0.125505156	-0.052535536	-0.080749095	0.014457681	0.108294796	0.189335196	0.143711927	0.14456551	0.22590352	0.170860155	0.031253293	1360.1358.1356.1336.1262.1189.1143.1002.941.849.251
Cre06.g282800.t1.p1	6.09	-0.641998546	-0.793267583	-1.206309997	-1.414538612	-1.700021876	-1.636916261	0.550080687	1.198118761	0.55583062	0.389651263	0.270933112	0.284757561	6.69e-07	1360.1358.1355.1352.1345.1332.1305.1274.1218.1090.252
Cre12.g529350.t1.p1	35.2	-0.002287168	0.330098439	0.61454941	0.556277739	0.467079684	0.328925884	0.376148049	0.035102224	0.329244801	0.103969702	0.295193131	0.132023599	0.03550814	1360.1359.1357.1350.1306.1296.1286.1253.1066.855.253
Cre06.g256250.t1.p1	1.1.99.1	0.054424022	-0.245177782	-0.224878987	-0.305098081	-0.350832249	-0.389328345	0.230546491	0.526034547	0.509542473	0.488003162	0.294815226	0.181373865	0.023259094	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.1035.883.254
Cre-1.g2716972.t1.p1	1.1.4	-0.202256506	-0.250290126	-0.389349299	-0.342311474	-0.222288804	-0.175970183	0.093619654	0.095091177	0.120370436	0.145704093	0.091808925	0.124959429	0.001748225	1360.1358.1356.1351.1315.1282.1227.1095.1008.927.891.255
