StepN	DirN	GainBefore	GainNow
0	0	0.	1.035446
1	1	1.035446	1.406851
2	1	1.406851	1.612120
3	1	1.612120	2.111993
4	1	2.111993	1.464413
0	0	0.	1.612120
1	1	1.612120	1.517893
2	1	1.517893	2.017766
3	1	2.017766	1.424249
0	0	0.	2.111993
1	1	2.111993	1.592368
2	1	1.592368	1.370007
3	1	1.370007	1.422081
4	1	1.422081	1.587933
