2	5	2	0.000000	0.000000	0.000000	13.427693	0.000058	0.803277	0	0.000000
7	4	2	0.000000	0.000000	0.000000	11.350327	0.000062	1.000000	0	0.000000
12	6	3	0.000000	0.000000	0.000000	16.928385	0.000541	0.834003	0	0.000000
20	3	3	0.000000	0.000000	0.000000	6.206800	0.000344	1.000000	0	0.000000
5	4	3	0.000000	0.000000	0.000000	14.210917	0.000553	0.753343	0	0.000000
16	5	3	0.000000	0.000000	0.000000	11.609791	0.000269	1.000000	0	0.000000
17	3	3	0.000000	0.000000	0.000000	11.549501	0.000922	1.000000	0	0.000000
6	4	4	0.000000	0.000000	0.000000	5.856108	0.001460	1.000000	0	0.000000
25	4	4	0.000000	0.000000	0.000000	12.781231	0.000964	1.000000	0	0.000000
23	14	4	0.000000	0.000000	0.000000	18.728209	0.004516	0.858916	0	0.000000
8	14	5	0.000000	0.000000	0.000000	24.058883	0.009868	0.533684	0	0.000000
3	5	5	0.000000	0.000000	0.000000	14.492229	0.002571	0.801675	0	0.000000
4	5	5	0.000000	0.000000	0.000000	14.663799	0.006770	0.613965	0	0.000000
33	5	5	0.000000	0.000000	0.000000	12.203602	0.010971	1.000000	0	0.000000
19	6	5	0.000000	0.000000	0.000000	8.841705	0.005531	1.000000	0	0.000000
11	10	5	0.000000	0.000000	0.000000	23.089571	0.005440	0.702610	0	0.000000
26	7	6	0.000000	0.000000	0.000000	18.292515	0.030423	0.719999	0	0.000000
9	21	6	0.000000	0.000000	0.000000	32.362934	0.071983	0.506695	0	0.000000
13	35	7	0.000000	0.000000	0.000000	36.103155	0.353368	0.495924	0	0.000000
27	24	7	0.000000	0.000000	0.000000	26.430555	0.108160	0.712907	0	0.000000
34	11	8	0.000000	0.000000	0.000000	19.639991	1.529357	0.820401	0	0.000000
30	15	8	0.000000	0.000000	0.000000	22.792331	0.968756	0.485116	0	0.000000
21	26	9	0.000000	0.000000	0.000000	40.754588	20.011841	0.362961	0	0.000000
