22	4	3	0.000000	0.000000	0.000000	12.582993	0.000306	1.000000	0	0.000000
6	9	5	0.000000	0.000000	0.000000	17.958676	0.004047	0.889312	0	0.000000
5	11	6	0.000000	0.000000	0.000000	20.653123	0.011839	1.000000	0	0.000000
14	13	6	0.000000	0.000000	0.000000	20.275259	0.013710	0.846639	0	0.000000
24	12	6	0.000000	0.000000	0.000000	22.484741	0.011147	0.751591	0	0.000000
17	49	7	0.000000	0.000000	0.000000	33.200305	0.137035	0.537507	0	0.000000
2	57	8	0.000000	0.000000	0.000000	37.589402	0.073320	0.598888	0	0.000000
25	21	8	0.000000	0.000000	0.000000	31.923179	0.045618	0.418112	0	0.000000
8	83	9	0.000000	0.000000	0.000000	39.342623	0.304261	0.642052	0	0.000000
16	91	9	0.000000	0.000000	0.000000	41.222815	0.420196	0.696012	0	0.000000
23	56	9	0.000000	0.000000	0.000000	40.714317	0.131971	0.385235	0	0.000000
7	17	9	0.000000	0.000000	0.000000	26.060933	0.034765	0.765610	0	0.000000
12	18	9	0.000000	0.000000	0.000000	24.846361	0.037427	0.634667	0	0.000000
15	16	10	0.000000	0.000000	0.000000	26.353003	0.073864	0.575582	0	0.000000
18	19	10	0.000000	0.000000	0.000000	25.576705	0.077625	0.591261	0	0.000000
3	31	16	0.000000	0.000000	0.000000	31.374999	0.579286	0.592422	0	0.000000
9	55	13	0.000000	0.000000	0.000000	40.742295	0.720538	0.639790	0	0.000000
11	86	13	0.000000	0.000000	0.000000	53.519385	1.075233	0.630443	0	0.000000
19	37	18	0.000000	0.000000	0.000000	46.244791	1.262267	0.429495	0	0.000000
